ts,appid,concurrent,peak_in_game,src
1786568252,3376990,22,,single
1786568254,2070550,7,,single
1786568255,2179170,4,,single
1786568256,1055540,32,,single
1786568258,1307580,67,,single
1786568259,1586800,16,,single
1786568261,1129190,125,,single
1786568262,1740300,13,,single
1786568263,1969080,4,,single
1786568265,1567800,8,,single
1786568266,1864950,29,,single
1786568268,2073910,24,,single
1786568269,1717770,1,,single
1786568270,2869860,34,,single
1786568272,2840190,2,,single
1786568273,2124380,4,,single
1786568274,3373660,667,,single
1786568276,1405500,3,,single
1786568277,2714620,8,,single
1786568278,620,1789,,single
1786568280,1089980,121,,single
1786568281,1118200,4206,,single
1786568282,413150,43620,,single
1786568284,400,527,,single
1786568285,1794680,2779,,single
1786568287,3164500,12724,,single
1786568288,2231450,338,,single
1786568289,1145360,3331,,single
1786568291,546560,244,,single
1786568292,374320,3764,,single
1786568293,2694490,20358,,single
1786568295,2246340,9439,,single
1786568296,1623730,223901,,single
1786568298,220,1588,,single
1786568299,420,46,,single
1786568300,3830,100,,single
1786568302,15710,8,,single
1786568303,31270,6,,single
1786568304,40800,122,,single
1786568306,200010,3,,single
1786568307,200710,203,,single
1786568308,204030,57,,single
1786568310,207690,6,,single
1786568311,208200,118,,single
1786568312,211420,153,,single
1786568314,214490,292,,single
1786568315,219990,9644,,single
1786568317,227000,5,,single
1786568318,236430,211,,single
1786568319,237740,2,,single
1786568321,238960,52122,,single
1786568322,239430,0,,single
1786568324,250600,1,,single
1786568325,251270,4,,single
1786568326,264380,13,,single
1786568328,265210,7,,single
1786568329,265610,12,,single
1786568331,274520,126,,single
1786568332,282140,115,,single
1786568333,303610,5,,single
1786568335,310360,50,,single
1786568336,315810,4,,single
1786568337,323470,111,,single
1786568339,324160,54,,single
1786568340,333600,32,,single
1786568342,335300,1757,,single
1786568343,337340,11,,single
1786568344,339190,8,,single
1786568346,345180,10,,single
1786568347,351970,38,,single
1786568348,353330,1,,single
1786568350,359510,45,,single
1786568351,362890,633,,single
1786568353,367500,396,,single
1786568354,373770,1,,single
1786568356,384190,10,,single
1786568357,385800,16,,single
1786568358,399810,40,,single
1786568360,409660,1,,single
1786568361,418030,194,,single
1786568362,418370,1192,,single
1786568364,430960,2,,single
1786568365,477870,2,,single
1786568366,480490,579,,single
1786568368,483980,13,,single
