ts,appid,concurrent,peak_in_game,src
1787085252,3376990,17,,single
1787085254,2070550,12,,single
1787085255,2179170,13,,single
1787085257,1055540,44,,single
1787085258,1307580,45,,single
1787085260,1586800,16,,single
1787085261,1129190,132,,single
1787085263,1740300,11,,single
1787085264,1969080,6,,single
1787085266,1567800,7,,single
1787085267,1864950,31,,single
1787085269,2073910,19,,single
1787085270,1717770,3,,single
1787085272,2869860,19,,single
1787085273,2840190,1,,single
1787085274,2124380,4,,single
1787085276,3373660,627,,single
1787085277,1405500,2,,single
1787085278,2714620,14,,single
1787085280,623080,0,,single
1787085281,620,1935,,single
1787085283,1089980,137,,single
1787085284,1118200,4483,,single
1787085286,413150,46955,,single
1787085287,400,531,,single
1787085288,1794680,2665,,single
1787085290,3164500,12337,,single
1787085291,2231450,332,,single
1787085292,1145360,3425,,single
1787085294,546560,266,,single
1787085295,374320,3914,,single
1787085297,2694490,20408,,single
1787085298,2246340,9789,,single
1787085299,1623730,184630,,single
1787085301,220,1749,,single
1787085302,420,44,,single
1787085303,3830,73,,single
1787085305,15710,9,,single
1787085306,31270,4,,single
1787085308,40800,97,,single
1787085309,200010,6,,single
1787085310,200710,171,,single
1787085312,204030,51,,single
1787085313,207690,13,,single
1787085315,208200,101,,single
1787085316,211420,143,,single
1787085317,214490,418,,single
1787085319,219680,1,,single
1787085320,219990,9071,,single
1787085322,226740,0,,single
1787085323,227000,2,,single
1787085325,236430,242,,single
1787085326,237740,2,,single
1787085327,238960,42098,,single
1787085329,239430,2,,single
1787085330,250600,1,,single
1787085331,251270,6,,single
1787085333,261530,3,,single
1787085334,264380,14,,single
1787085336,265210,12,,single
1787085337,265610,11,,single
1787085339,274270,2,,single
1787085340,274520,103,,single
1787085342,282140,127,,single
1787085343,303610,9,,single
1787085344,310360,46,,single
1787085346,315810,15,,single
1787085347,323470,72,,single
1787085348,324160,53,,single
1787085350,331870,3,,single
1787085351,333600,48,,single
1787085353,335300,1869,,single
1787085354,337340,15,,single
1787085355,339190,5,,single
1787085357,345180,9,,single
1787085358,351970,32,,single
1787085360,353330,2,,single
1787085361,359510,30,,single
1787085362,362890,662,,single
1787085364,367500,415,,single
1787085365,373770,1,,single
1787085367,384190,31,,single
1787085368,385800,16,,single
1787085370,399810,42,,single
1787085371,409660,0,,single
1787085372,418030,162,,single
1787085374,418370,1156,,single
1787085375,430960,0,,single
1787085377,467380,2,,single
1787085378,477870,6,,single
1787085379,480490,480,,single
1787085381,483980,15,,single
1787085382,487430,1,,single
1787085384,501590,38,,single
1787085385,506870,4,,single
1787085387,508550,2,,single
1787085388,524910,6,,single
1787085390,526870,19635,,single
1787085391,527430,324,,single
1787085392,544330,3,,single
1787085394,550010,28,,single
1787085395,562360,48,,single
1787085397,563840,4,,single
1787085398,568770,11,,single
1787085399,570940,2609,,single
1787085401,580200,4,,single
1787085402,582010,7484,,single
1787085404,583470,17,,single
1787085405,593150,5,,single
1787085406,602700,4,,single
1787085408,635940,32,,single
1787085410,642090,6,,single
1787085411,654880,14,,single
1787085413,665370,7,,single
1787085414,674140,66,,single
1787085416,691450,2,,single
1787085419,711660,5,,single
1787085420,729660,1,,single
1787085422,736570,1,,single
1787085423,745920,148,,single
1787085424,751780,275,,single
1787085426,764790,47,,single
1787085427,768200,222,,single
