ts,appid,concurrent,peak_in_game,src
1787403422,3376990,10,,single
1787403424,2070550,9,,single
1787403425,2179170,8,,single
1787403427,1055540,42,,single
1787403428,1307580,75,,single
1787403430,1586800,16,,single
1787403431,1129190,115,,single
1787403433,1740300,7,,single
1787403434,1969080,0,,single
1787403435,1567800,14,,single
1787403437,1864950,80,,single
1787403438,2073910,26,,single
1787403440,1717770,1,,single
1787403441,2869860,12,,single
1787403442,2840190,1,,single
1787403444,2124380,3,,single
1787403445,3373660,382,,single
1787403447,1405500,21,,single
1787403448,2714620,9,,single
1787403449,623080,1,,single
1787403451,620,1671,,single
1787403452,1089980,113,,single
1787403453,1118200,4237,,single
1787403455,413150,88614,,single
1787403456,400,504,,single
1787403458,1794680,3266,,single
1787403459,3164500,7986,,single
1787403460,2231450,246,,single
1787403462,1145360,3787,,single
1787403463,546560,313,,single
1787403465,374320,4762,,single
1787403466,2694490,20261,,single
1787403467,2246340,21156,,single
1787403469,1623730,207935,,single
1787403470,220,1759,,single
1787403472,420,45,,single
1787403473,3830,55,,single
1787403474,15710,5,,single
1787403476,31270,4,,single
1787403477,40800,93,,single
1787403479,200010,1,,single
1787403480,200710,292,,single
1787403481,204030,56,,single
1787403485,207690,12,,single
1787403487,208200,71,,single
1787403488,211420,153,,single
1787403489,214490,343,,single
1787403491,219680,1,,single
1787403492,219990,12293,,single
1787403494,226740,0,,single
1787403495,227000,1,,single
1787403497,236430,234,,single
1787403498,237740,0,,single
1787403499,238960,33508,,single
1787403501,239430,0,,single
1787403502,250600,2,,single
1787403504,251270,2,,single
1787403505,261530,2,,single
1787403507,264380,22,,single
1787403508,265210,5,,single
1787403510,265610,7,,single
1787403511,274270,0,,single
1787403512,274520,125,,single
1787403514,282140,80,,single
1787403515,303610,9,,single
1787403517,310360,65,,single
1787403518,315810,14,,single
1787403519,323470,48,,single
1787403521,324160,130,,single
1787403522,331870,2,,single
1787403524,333600,35,,single
1787403525,335300,1803,,single
1787403527,337340,17,,single
1787403528,339190,11,,single
1787403530,345180,14,,single
1787403531,351970,36,,single
1787403532,353330,0,,single
1787403534,359510,37,,single
1787403535,362890,645,,single
1787403537,367500,464,,single
1787403538,373770,2,,single
1787403539,384190,28,,single
1787403541,385800,9,,single
1787403542,399810,26,,single
1787403544,409660,0,,single
1787403545,418030,231,,single
1787403547,418370,1416,,single
1787403548,430960,7,,single
1787403550,467380,2,,single
1787403551,477870,16,,single
1787403552,480490,403,,single
1787403554,483980,15,,single
1787403555,487430,0,,single
1787403557,501590,33,,single
1787403558,506870,0,,single
1787403560,508550,2,,single
1787403561,524910,12,,single
1787403563,526870,18978,,single
1787403564,527430,270,,single
1787403565,544330,4,,single
1787403567,550010,13,,single
1787403568,562360,17,,single
1787403569,563840,2,,single
1787403571,568770,9,,single
1787403572,570940,2434,,single
1787403574,580200,0,,single
1787403575,582010,20726,,single
1787403576,583470,9,,single
1787403578,593150,7,,single
1787403579,602700,5,,single
1787403581,635940,38,,single
1787403582,642090,3,,single
1787403584,654880,2,,single
1787403585,665370,7,,single
1787403586,674140,65,,single
1787403588,691450,1,,single
1787403589,711660,11,,single
1787403591,729660,1,,single
1787403592,736570,5,,single
1787403594,745920,122,,single
1787403595,751780,307,,single
1787403596,764790,34,,single
1787403598,768200,155,,single
1787403599,802880,33,,single
1787403600,814370,163,,single
1787403602,829280,2,,single
1787403603,851850,469,,single
1787403605,892970,17370,,single
1787403606,894940,13,,single
1787403608,899440,80,,single
1787403609,899770,1137,,single
1787403610,910630,0,,single
1787403612,913740,19,,single
1787403613,920320,2,,single
1787403615,924070,1,,single
1787403616,951000,0,,single
1787403617,951440,52,,single
1787403619,969760,2,,single
1787403620,973230,42,,single
1787403621,976730,3230,,single
1787403623,983870,324,,single
1787403624,1001270,149,,single
1787403626,1012570,1,,single
1787403627,1018850,2,,single
1787403628,1040420,11,,single
1787403630,1062520,1282,,single
1787403631,1067310,5,,single
1787403633,1067850,17,,single
1787403634,1079260,61,,single
1787403636,1082710,36,,single
1787403637,1083790,4,,single
1787403638,1092700,9,,single
1787403640,1092710,18,,single
1787403641,1092720,25,,single
1787403642,1116580,7,,single
1787403644,1119840,2,,single
1787403645,1140270,12,,single
1787403647,1145350,5027,,single
1787403648,1158160,2174,,single
1787403650,1159690,166,,single
1787403651,1169040,2687,,single
1787403652,1171320,3,,single
1787403654,1172450,18,,single
1787403655,1177980,117,,single
1787403657,1213700,27,,single
1787403658,1218210,88,,single
1787403659,1230140,85,,single
1787403661,1237320,259,,single
1787403663,1240210,100,,single
1787403664,1245560,108,,single
1787403666,1245620,35511,,single
1787403667,1272840,9,,single
1787403669,1277400,223,,single
1787403670,1280930,140,,single
1787403671,1307550,91,,single
1787403673,1321440,116,,single
1787403674,1337010,39,,single
1787403675,1364960,25,,single
1787403677,1369340,12,,single
1787403678,1374490,3619,,single
1787403680,1380420,21,,single
1787403681,1382070,55,,single
1787403683,1441550,8,,single
1787403684,1446780,9467,,single
1787403686,1488200,234,,single
1787403687,1516240,3,,single
1787403689,1518810,4,,single
1787403690,1549550,1,,single
1787403692,1566200,40,,single
1787403693,1597730,3,,single
1787403694,1599020,23,,single
1787403696,1614550,113,,single
1787403697,1629520,392,,single
1787403699,1654660,11,,single
1787403700,1658150,117,,single
1787403702,1665190,5,,single
1787403703,1709880,11,,single
1787403704,1730590,7,,single
1787403706,1733060,0,,single
1787403707,1763250,435,,single
1787403709,1772830,13,,single
1787403710,1808680,55,,single
1787403712,1819460,7,,single
1787403714,1866180,5,,single
1787403715,1895350,22,,single
1787403717,1919460,9,,single
1787403718,1924360,19,,single
1787403720,1928980,75,,single
1787403721,1944570,8,,single
