ts,appid,concurrent,peak_in_game,src
1786369087,3376990,26,,single
1786369088,2070550,8,,single
1786369091,2179170,7,,single
1786369093,1055540,44,,single
1786369094,1307580,137,,single
1786369095,1586800,21,,single
1786369099,1129190,99,,single
1786369102,1740300,13,,single
1786369103,1969080,38,,single
1786369104,1567800,24,,single
1786369106,1864950,14,,single
1786369107,2073910,20,,single
1786369109,1717770,1,,single
1786369110,2869860,16,,single
1786369112,2840190,2,,single
1786369113,2124380,3,,single
1786369114,3373660,465,,single
1786369116,1405500,11,,single
1786369117,2714620,5,,single
1786369119,620,1672,,single
1786369120,1089980,102,,single
1786369122,1118200,3884,,single
1786369123,413150,99716,,single
1786369124,400,495,,single
1786369126,1794680,3294,,single
1786369127,3164500,9326,,single
1786369128,2231450,237,,single
1786369130,1145360,4096,,single
1786369131,546560,257,,single
1786369133,374320,4679,,single
1786369134,2694490,21474,,single
1786369135,2246340,23995,,single
1786369137,1623730,335963,,single
1786369138,220,1747,,single
1786369140,420,48,,single
1786369141,3830,61,,single
1786369143,15710,9,,single
1786369144,31270,3,,single
1786369146,40800,86,,single
1786369147,200010,5,,single
1786369149,200710,294,,single
1786369150,204030,39,,single
1786369152,207690,12,,single
1786369153,208200,83,,single
1786369154,211420,81,,single
1786369156,214490,225,,single
1786369157,219990,14160,,single
1786369159,227000,2,,single
1786369160,236430,194,,single
1786369161,238960,51490,,single
1786369163,239430,0,,single
1786369164,250600,4,,single
1786369166,251270,4,,single
1786369167,264380,15,,single
1786369169,265210,6,,single
1786369170,265610,11,,single
1786369171,274520,152,,single
1786369173,282140,92,,single
1786369174,303610,10,,single
1786369176,310360,69,,single
1786369177,315810,22,,single
1786369179,323470,51,,single
1786369180,324160,153,,single
1786369182,333600,41,,single
1786369183,335300,1693,,single
1786369185,337340,29,,single
1786369186,339190,5,,single
1786369187,345180,4,,single
1786369189,351970,27,,single
1786369190,353330,0,,single
1786369192,359510,34,,single
1786369193,362890,570,,single
1786369194,367500,474,,single
1786369196,373770,2,,single
1786369197,384190,11,,single
1786369199,385800,22,,single
1786369200,399810,23,,single
1786369201,418030,231,,single
1786369203,418370,1581,,single
1786369204,430960,5,,single
1786369206,477870,14,,single
1786369207,480490,535,,single
1786369208,483980,24,,single
1786369210,487430,1,,single
1786369211,501590,47,,single
1786369213,508550,0,,single
1786369214,524910,15,,single
1786369215,526870,16588,,single
1786369217,527430,125,,single
1786369218,544330,7,,single
1786369220,550010,12,,single
1786369221,562360,13,,single
1786369223,568770,10,,single
1786369224,570940,2273,,single
1786369225,580200,3,,single
1786369227,582010,26256,,single
1786369228,583470,10,,single
1786369230,593150,4,,single
1786369231,602700,1,,single
1786369233,635940,68,,single
1786369234,642090,5,,single
1786369236,654880,4,,single
1786369237,665370,5,,single
1786369238,674140,57,,single
1786369240,691450,2,,single
1786369241,711660,10,,single
1786369243,729660,1,,single
1786369244,736570,3,,single
1786369246,745920,106,,single
1786369247,751780,236,,single
1786369248,764790,38,,single
1786369250,768200,200,,single
1786369251,802880,48,,single
1786369253,814370,141,,single
1786369254,851850,552,,single
1786369255,892970,15252,,single
1786369257,894940,17,,single
1786369258,899440,89,,single
1786369260,899770,1023,,single
1786369261,913740,22,,single
1786369262,920320,4,,single
1786369264,924070,1,,single
1786369265,951000,4,,single
1786369267,951440,48,,single
1786369268,969760,3,,single
1786369269,973230,28,,single
1786369271,976730,3357,,single
1786369272,983870,248,,single
1786369274,1001270,166,,single
1786369275,1012570,1,,single
1786369277,1018850,2,,single
1786369278,1040420,11,,single
1786369279,1062520,1264,,single
1786369281,1067310,1,,single
1786369282,1067850,27,,single
1786369284,1079260,87,,single
1786369285,1082710,34,,single
1786369287,1083790,3,,single
1786369288,1092700,8,,single
1786369290,1092710,18,,single
1786369291,1092720,13,,single
1786369292,1116580,10,,single
1786369294,1119840,6,,single
1786369295,1140270,11,,single
1786369297,1145350,4982,,single
1786369298,1158160,2178,,single
1786369299,1159690,161,,single
1786369301,1169040,4494,,single
1786369302,1172450,21,,single
1786369304,1177980,112,,single
1786369305,1213700,53,,single
1786369306,1218210,67,,single
1786369308,1230140,122,,single
1786369309,1237320,144,,single
1786369311,1240210,234,,single
1786369312,1245560,115,,single
1786369313,1245620,34051,,single
1786369315,1272840,7,,single
1786369316,1277400,214,,single
1786369317,1280930,131,,single
1786369319,1307550,101,,single
1786369320,1321440,104,,single
1786369322,1337010,135,,single
1786369323,1364960,22,,single
1786369325,1369340,8,,single
1786369326,1374490,3328,,single
1786369327,1380420,15,,single
1786369329,1382070,56,,single
1786369330,1441550,7,,single
1786369332,1446780,11691,,single
1786369333,1488200,259,,single
1786369334,1516240,2,,single
1786369336,1518810,0,,single
1786369337,1549550,2,,single
1786369339,1566200,37,,single
1786369340,1597730,2,,single
1786369342,1599020,41,,single
1786369343,1614550,70,,single
1786369345,1629520,616,,single
1786369346,1654660,12,,single
1786369347,1658150,122,,single
1786369349,1665190,10,,single
1786369350,1709880,8,,single
1786369352,1730590,14,,single
1786369353,1733060,0,,single
1786369355,1763250,255,,single
1786369357,1772830,11,,single
1786369358,1808680,53,,single
1786369360,1819460,5,,single
1786369361,1866180,9,,single
1786369363,1895350,13,,single
1786369364,1919460,6,,single
1786369366,1924360,6,,single
1786369368,1928980,61,,single
1786369369,1944570,10,,single
1786369370,1948280,430,,single
1786369372,2001120,11317,,single
1786369373,2142790,21625,,single
1786369375,2238040,9,,single
1786369376,2240080,5,,single
1786369378,2246880,15,,single
1786369379,2250060,3,,single
1786369380,2256450,5,,single
1786369382,2262610,5,,single
1786369383,2276930,236,,single
1786369385,2294130,10,,single
1786369386,2313240,1,,single
1786369388,2356560,167,,single
1786369389,2415010,146,,single
1786369392,2450700,23,,single
1786369393,2479320,3,,single
1786369394,2484130,5,,single
1786369397,2525380,81,,single
1786369398,2567870,4685,,single
1786369401,2637990,4,,single
1786369402,2754380,467,,single
1786369404,2788520,29,,single
1786369405,2877540,5,,single
1786369407,3027930,21,,single
1786369408,3069120,48,,single
1786369410,3069810,25,,single
1786369411,3087650,8,,single
1786369413,3263320,60,,single
1786369414,3290710,2,,single
1786369415,10,9787,,single
1786369417,70,652,,single
1786369418,240,2639,,single
1786369420,500,442,,single
1786369421,550,28557,,single
1786369422,2280,266,,single
1786369424,2310,862,,single
1786369425,2600,39,,single
1786369427,3480,150,,single
1786369428,3590,3703,,single
1786369429,4000,29581,,single
1786369431,4580,191,,single
1786369432,6910,58,,single
1786369434,9420,717,,single
1786369436,13230,27,,single
1786369437,13240,21,,single
1786369439,22320,379,,single
1786369440,22330,515,,single
1786369441,22380,3325,,single
1786369443,22490,616,,single
1786369444,32440,131,,single
1786369445,32470,1138,,single
1786369447,33100,41,,single
1786369448,35140,692,,single
1786369450,40970,637,,single
1786369451,48700,4705,,single
1786369453,70400,12,,single
1786369454,72850,1233,,single
1786369455,105600,36736,,single
1786369457,107100,12,,single
1786369458,205100,953,,single
1786369460,206190,4,,single
1786369461,207610,120,,single
1786369462,214560,5,,single
1786369464,219150,364,,single
1786369465,219740,2120,,single
1786369467,223470,484,,single
1786369468,227300,35765,,single
1786369469,230290,324,,single
1786369471,233860,5715,,single
1786369472,236090,6,,single
1786369474,238460,110,,single
1786369475,239030,372,,single
1786369476,239140,7588,,single
1786369478,242680,120,,single
1786369479,242760,4009,,single
1786369481,246420,366,,single
1786369482,246840,33,,single
1786369483,250320,88,,single
1786369485,250900,107161,,single
1786369486,253230,109,,single
1786369488,260750,10,,single
1786369489,261030,60,,single
1786369490,264200,9,,single
1786369492,264710,2909,,single
1786369493,268910,2726,,single
1786369494,270880,4903,,single
1786369496,274190,358,,single
1786369497,280220,133,,single
1786369499,284160,23543,,single
1786369500,288160,63,,single
1786369501,294100,32667,,single
1786369503,304430,263,,single
1786369504,312530,83,,single
1786369506,312990,13,,single
1786369507,319630,431,,single
1786369509,337320,358,,single
1786369510,341800,117,,single
1786369512,351640,3,,single
1786369513,360740,14,,single
1786369514,362680,86,,single
1786369516,367520,9430,,single
1786369517,397740,14,,single
1786369519,411960,7,,single
1786369520,412830,709,,single
1786369521,413410,532,,single
1786369523,418240,133,,single
1786369524,420530,206,,single
1786369526,424280,11,,single
1786369527,425580,48,,single
1786369528,427410,2859,,single
1786369530,427520,18036,,single
1786369531,433340,1231,,single
1786369533,434170,61,,single
1786369534,439490,2,,single
1786369536,447530,217,,single
1786369537,450540,170,,single
1786369538,457140,12865,,single
1786369540,460950,255,,single
1786369542,466300,62,,single
1786369543,466630,4,,single
1786369545,488860,162,,single
1786369546,504230,2186,,single
1786369547,508440,2048,,single
1786369549,512900,560,,single
1786369550,519860,37,,single
1786369552,521200,20,,single
1786369553,531510,80,,single
1786369554,541570,167,,single
1786369556,548430,7463,,single
1786369557,553310,9,,single
1786369559,557630,16,,single
1786369560,588650,3507,,single
1786369561,593280,42,,single
1786369563,597170,402,,single
1786369564,597220,42,,single
1786369566,603960,9,,single
1786369567,610370,274,,single
1786369568,611760,7,,single
1786369570,617670,15,,single
1786369571,636480,794,,single
1786369573,646570,10160,,single
1786369574,647960,419,,single
1786369576,667970,142,,single
1786369577,668350,19,,single
1786369578,683320,118,,single
1786369580,732690,36,,single
1786369581,736260,191,,single
1786369583,745880,12,,single
1786369584,760890,8,,single
1786369585,787480,1559,,single
1786369587,791470,23,,single
1786369588,799640,12,,single
1786369590,824600,5,,single
1786369591,850190,380,,single
1786369593,851100,14,,single
1786369594,858210,88,,single
1786369595,883710,3372,,single
1786369597,897330,450,,single
1786369598,908520,174,,single
1786369600,909080,220,,single
1786369601,914710,76,,single
1786369603,926990,387,,single
1786369604,960090,10740,,single
1786369605,990630,85,,single
1786369607,1040200,1545,,single
1786369608,1043340,27,,single
1786369610,1043810,39,,single
1786369611,1057090,1061,,single
1786369613,1059990,62,,single
1786369614,1070550,0,,single
1786369615,1070710,5,,single
1786369617,1082430,17,,single
1786369618,1092590,9,,single
1786369620,1092790,1147,,single
1786369621,1093910,62,,single
1786369622,1102190,147,,single
1786369624,1104380,4,,single
1786369625,1113000,1507,,single
1786369627,1115050,1,,single
1786369630,1123450,12,,single
1786369632,1127400,1338,,single
1786369634,1127500,432,,single
1786369635,1150690,529,,single
1786369636,1162750,898,,single
1786369638,1170880,6,,single
1786369639,1171370,0,,single
1786369641,1202540,25,,single
1786369642,1211020,1113,,single
1786369644,1216200,14,,single
1786369645,1229490,2889,,single
1786369646,1241700,2,,single
1786369648,1260520,46,,single
1786369649,1269640,5,,single
1786369651,1275670,29,,single
1786369653,1275890,103,,single
1786369654,1281800,89,,single
1786369655,1284190,3451,,single
1786369657,1285670,8,,single
1786369658,1286710,4,,single
1786369660,1288310,103,,single
1786369661,1290000,959,,single
1786369663,1292940,158,,single
1786369665,1293180,17,,single
1786369666,1293860,0,,single
1786369667,1304680,20,,single
1786369669,1328840,43,,single
1786369670,1332010,497,,single
1786369672,1333910,14,,single
1786369673,1353230,139,,single
1786369675,1361320,74,,single
1786369676,1366540,4141,,single
