ts,appid,concurrent,peak_in_game,src
1786783164,3376990,16,,single
1786783166,2070550,8,,single
1786783167,2179170,6,,single
1786783169,1055540,23,,single
1786783170,1307580,91,,single
1786783172,1586800,11,,single
1786783173,1129190,134,,single
1786783175,1740300,8,,single
1786783176,1969080,3,,single
1786783178,1567800,25,,single
1786783179,1864950,16,,single
1786783181,2073910,14,,single
1786783182,1717770,2,,single
1786783183,2869860,9,,single
1786783185,2840190,1,,single
1786783186,2124380,1,,single
1786783188,3373660,389,,single
1786783189,1405500,1,,single
1786783191,2714620,12,,single
1786783192,623080,3,,single
1786783194,620,1243,,single
1786783195,1089980,97,,single
1786783197,1118200,2802,,single
1786783198,413150,72100,,single
1786783199,400,341,,single
1786783201,1794680,2718,,single
1786783202,3164500,6683,,single
1786783204,2231450,170,,single
1786783205,1145360,2958,,single
1786783207,546560,208,,single
1786783208,374320,3608,,single
1786783210,2694490,18163,,single
1786783211,2246340,16951,,single
1786783212,1623730,234181,,single
1786783214,220,1199,,single
1786783215,420,19,,single
1786783217,3830,46,,single
1786783218,15710,2,,single
1786783220,31270,2,,single
1786783221,40800,63,,single
1786783222,200010,2,,single
1786783224,200710,251,,single
1786783225,204030,29,,single
1786783227,207690,6,,single
1786783228,208200,75,,single
1786783230,211420,88,,single
1786783231,214490,167,,single
1786783233,219680,0,,single
1786783234,219990,11472,,single
1786783236,226740,0,,single
1786783237,227000,0,,single
1786783238,236430,138,,single
1786783240,237740,2,,single
1786783241,238960,37480,,single
1786783243,239430,0,,single
1786783244,250600,2,,single
1786783246,251270,2,,single
1786783247,264380,13,,single
1786783249,265210,2,,single
1786783250,265610,14,,single
1786783252,274270,0,,single
1786783253,274520,109,,single
1786783255,282140,69,,single
1786783256,303610,6,,single
1786783258,310360,56,,single
1786783259,315810,26,,single
1786783261,323470,40,,single
1786783262,324160,120,,single
1786783264,331870,0,,single
1786783265,333600,30,,single
1786783266,335300,1357,,single
1786783268,337340,20,,single
1786783269,339190,7,,single
1786783271,345180,9,,single
1786783272,351970,29,,single
1786783274,353330,1,,single
1786783275,359510,19,,single
1786783277,362890,435,,single
1786783278,367500,351,,single
1786783280,373770,0,,single
1786783281,384190,11,,single
1786783283,385800,13,,single
1786783284,399810,23,,single
1786783286,409660,0,,single
1786783287,418030,168,,single
1786783288,418370,1099,,single
1786783290,430960,3,,single
1786783291,467380,4,,single
1786783293,477870,2,,single
1786783294,480490,383,,single
1786783296,483980,16,,single
1786783297,487430,4,,single
1786783299,501590,37,,single
1786783300,506870,0,,single
1786783302,508550,1,,single
1786783303,524910,9,,single
1786783305,526870,13231,,single
1786783306,527430,192,,single
1786783308,544330,6,,single
1786783309,550010,4,,single
1786783311,562360,16,,single
1786783312,563840,1,,single
1786783314,568770,12,,single
1786783315,570940,1847,,single
1786783316,580200,7,,single
1786783318,582010,18000,,single
1786783319,583470,11,,single
1786783321,593150,6,,single
1786783322,602700,1,,single
1786783324,635940,46,,single
1786783325,642090,3,,single
1786783327,654880,8,,single
1786783328,665370,2,,single
1786783330,674140,44,,single
1786783331,691450,3,,single
1786783333,711660,12,,single
1786783334,729660,0,,single
1786783336,736570,3,,single
1786783337,745920,89,,single
1786783339,751780,247,,single
1786783340,764790,30,,single
1786783341,768200,103,,single
1786783343,802880,25,,single
1786783344,814370,131,,single
1786783346,829280,0,,single
1786783347,851850,435,,single
1786783349,892970,11257,,single
1786783350,894940,16,,single
1786783352,899440,61,,single
1786783353,899770,916,,single
1786783355,910630,0,,single
1786783356,913740,12,,single
1786783358,920320,2,,single
1786783359,924070,1,,single
1786783360,951000,1,,single
1786783362,951440,45,,single
1786783363,969760,3,,single
