ts,appid,concurrent,peak_in_game,src
1786885024,3376990,34,,single
1786885025,2070550,11,,single
1786885027,2179170,10,,single
1786885028,1055540,37,,single
1786885030,1307580,101,,single
1786885031,1586800,22,,single
1786885033,1129190,118,,single
1786885034,1740300,8,,single
1786885036,1969080,7,,single
1786885037,1567800,23,,single
1786885039,1864950,14,,single
1786885040,2073910,12,,single
1786885041,1717770,3,,single
1786885043,2869860,13,,single
1786885044,2840190,1,,single
1786885046,2124380,2,,single
1786885047,3373660,473,,single
1786885049,1405500,9,,single
1786885050,2714620,8,,single
1786885051,623080,5,,single
1786885053,620,1831,,single
1786885054,1089980,115,,single
1786885056,1118200,4305,,single
1786885057,413150,95930,,single
1786885058,400,464,,single
1786885060,1794680,3501,,single
1786885061,3164500,9600,,single
1786885062,2231450,229,,single
1786885064,1145360,4183,,single
1786885065,546560,312,,single
1786885067,374320,5115,,single
1786885068,2694490,24487,,single
1786885070,2246340,23266,,single
1786885071,1623730,295162,,single
1786885072,220,1859,,single
1786885074,420,52,,single
1786885075,3830,49,,single
1786885077,15710,6,,single
1786885078,31270,1,,single
1786885080,40800,90,,single
1786885081,200010,1,,single
1786885082,200710,326,,single
1786885084,204030,47,,single
1786885085,207690,12,,single
1786885087,208200,124,,single
1786885088,211420,136,,single
1786885090,214490,231,,single
1786885091,219680,1,,single
1786885092,219990,15313,,single
1786885094,226740,0,,single
1786885095,227000,6,,single
1786885096,236430,250,,single
1786885098,237740,2,,single
1786885099,238960,48693,,single
1786885101,239430,3,,single
1786885102,250600,4,,single
1786885104,251270,5,,single
1786885105,264380,15,,single
1786885106,265210,11,,single
1786885108,265610,14,,single
1786885109,274270,0,,single
1786885111,274520,146,,single
1786885112,282140,79,,single
1786885114,303610,6,,single
1786885115,310360,44,,single
1786885117,315810,27,,single
1786885118,323470,60,,single
1786885119,324160,143,,single
1786885121,331870,5,,single
1786885122,333600,45,,single
1786885124,335300,2008,,single
1786885125,337340,19,,single
1786885126,339190,3,,single
1786885128,345180,16,,single
1786885129,351970,51,,single
1786885131,353330,1,,single
1786885132,359510,45,,single
1786885134,362890,721,,single
1786885135,367500,499,,single
1786885136,373770,1,,single
1786885138,384190,24,,single
1786885139,385800,21,,single
1786885141,399810,37,,single
1786885142,409660,0,,single
1786885143,418030,258,,single
1786885145,418370,1697,,single
1786885146,430960,6,,single
1786885148,467380,1,,single
1786885149,477870,5,,single
1786885150,480490,541,,single
1786885152,483980,23,,single
1786885153,487430,1,,single
1786885155,501590,55,,single
1786885156,506870,0,,single
1786885157,508550,2,,single
1786885159,524910,13,,single
1786885160,526870,21186,,single
1786885162,527430,356,,single
1786885163,544330,5,,single
1786885165,550010,9,,single
1786885166,562360,42,,single
1786885168,563840,1,,single
1786885169,568770,9,,single
1786885171,570940,2685,,single
1786885172,580200,4,,single
1786885173,582010,23078,,single
1786885175,583470,11,,single
1786885176,593150,9,,single
1786885178,602700,2,,single
1786885179,635940,63,,single
1786885181,642090,1,,single
1786885182,654880,6,,single
1786885184,665370,8,,single
1786885185,674140,65,,single
1786885186,691450,7,,single
1786885188,711660,11,,single
1786885189,729660,1,,single
1786885191,736570,2,,single
1786885192,745920,128,,single
1786885193,751780,289,,single
