ts,appid,concurrent,peak_in_game,src
1787623216,3376990,9,,single
1787623217,2070550,4,,single
1787623218,2179170,5,,single
1787623220,1055540,30,,single
1787623221,1307580,33,,single
1787623223,1586800,11,,single
1787623224,1129190,159,,single
1787623226,1740300,12,,single
1787623227,1969080,2,,single
1787623229,1567800,6,,single
1787623230,1864950,109,,single
1787623231,2073910,13,,single
1787623233,1717770,6,,single
1787623234,2869860,18,,single
1787623236,2840190,4,,single
1787623237,2124380,6,,single
1787623239,3373660,523,,single
1787623240,1405500,9,,single
1787623241,2714620,7,,single
1787623243,623080,1,,single
1787623244,620,1265,,single
1787623246,1089980,104,,single
1787623247,1118200,3085,,single
1787623248,413150,47608,,single
1787623250,400,394,,single
1787623251,1794680,2555,,single
1787623252,3164500,11605,,single
1787623254,2231450,290,,single
1787623255,1145360,2793,,single
1787623256,546560,181,,single
1787623258,374320,3318,,single
1787623259,2694490,13580,,single
1787623260,2246340,10167,,single
1787623262,1623730,141813,,single
1787623263,220,1218,,single
1787623264,420,37,,single
1787623266,3830,73,,single
1787623267,15710,4,,single
1787623269,31270,1,,single
1787623270,40800,118,,single
1787623272,200010,3,,single
1787623273,200710,174,,single
1787623275,204030,45,,single
1787623276,207690,3,,single
1787623278,208200,61,,single
1787623279,209370,1,,single
1787623280,211420,122,,single
1787623282,214490,409,,single
1787623283,219680,0,,single
1787623285,219990,6503,,single
1787623286,226740,0,,single
1787623287,227000,1,,single
1787623289,236430,179,,single
1787623290,237740,0,,single
1787623291,238960,18618,,single
1787623293,239430,0,,single
1787623294,250600,1,,single
1787623296,251270,3,,single
1787623297,261530,0,,single
1787623299,264380,10,,single
1787623300,265210,4,,single
1787623301,265610,12,,single
1787623303,274270,0,,single
1787623304,274520,133,,single
1787623306,282140,81,,single
1787623308,303610,6,,single
1787623309,310360,40,,single
1787623311,315810,5,,single
1787623312,323320,8,,single
1787623314,323470,93,,single
1787623315,324160,76,,single
1787623316,331870,5,,single
1787623318,333600,30,,single
1787623319,335300,1560,,single
1787623321,337340,14,,single
1787623322,339190,10,,single
1787623324,345180,8,,single
1787623325,351970,38,,single
1787623327,353330,1,,single
1787623328,359510,93,,single
1787623330,362890,450,,single
1787623331,367500,435,,single
1787623333,373770,1,,single
1787623334,377330,1,,single
1787623337,384190,11,,single
1787623338,385240,0,,single
1787623340,385800,15,,single
1787623341,399810,27,,single
1787623343,409660,0,,single
1787623344,418030,146,,single
1787623345,418370,937,,single
1787623347,430960,3,,single
1787623348,467380,2,,single
1787623350,477870,3,,single
1787623351,480490,337,,single
1787623352,483980,11,,single
1787623354,487430,4,,single
1787623355,501590,14,,single
1787623357,506870,0,,single
1787623358,508550,6,,single
1787623359,524910,14,,single
1787623361,526870,13535,,single
1787623362,527430,140,,single
1787623364,544330,1,,single
1787623365,550010,10,,single
1787623367,562360,57,,single
1787623368,563840,3,,single
1787623369,568770,16,,single
1787623371,570940,2190,,single
1787623373,580200,4,,single
1787623374,582010,8809,,single
1787623375,583470,4,,single
1787623377,593150,8,,single
1787623378,602700,0,,single
1787623380,635940,22,,single
1787623381,642090,4,,single
1787623383,654880,7,,single
1787623384,665370,5,,single
1787623386,674140,111,,single
1787623387,691450,6,,single
1787623388,711660,5,,single
1787623390,729660,6,,single
1787623391,736570,3,,single
1787623393,745920,105,,single
1787623394,751780,201,,single
1787623396,764790,27,,single
1787623397,768200,129,,single
1787623398,802880,25,,single
1787623400,814370,113,,single
1787623401,829280,7,,single
1787623403,851850,327,,single
1787623404,892970,14912,,single
1787623405,894940,21,,single
1787623407,899440,30,,single
1787623408,899770,668,,single
1787623410,910630,0,,single
1787623411,913740,34,,single
1787623413,920320,2,,single
1787623414,924070,0,,single
1787623415,951000,2,,single
1787623417,951440,36,,single
1787623418,963000,3,,single
1787623420,969760,1,,single
1787623421,973230,46,,single
1787623422,976730,6997,,single
1787623424,983870,159,,single
1787623425,1001270,54,,single
1787623427,1012570,2,,single
1787623429,1018850,4,,single
1787623430,1040420,10,,single
1787623432,1047220,3,,single
1787623433,1062520,660,,single
1787623434,1067310,2,,single
1787623436,1067850,19,,single
1787623437,1079260,22,,single
1787623439,1082710,38,,single
1787623440,1083790,4,,single
1787623441,1092700,4,,single
1787623443,1092710,9,,single
1787623444,1092720,16,,single
1787623446,1116580,7,,single
1787623447,1119840,3,,single
1787623449,1140270,18,,single
1787623450,1145350,3841,,single
1787623452,1158160,2151,,single
1787623453,1159690,98,,single
1787623455,1169040,1639,,single
1787623457,1171320,2,,single
1787623458,1172450,5,,single
1787623460,1177980,72,,single
1787623461,1213700,14,,single
1787623462,1218210,110,,single
1787623464,1230140,70,,single
1787623465,1237320,390,,single
1787623467,1240210,50,,single
1787623468,1245560,145,,single
1787623470,1245620,24411,,single
1787623471,1272840,2,,single
1787623472,1277400,126,,single
1787623474,1280930,68,,single
1787623475,1307550,52,,single
1787623477,1321440,137,,single
1787623478,1337010,19,,single
1787623479,1364960,2,,single
1787623481,1369340,18,,single
1787623482,1374490,4190,,single
1787623484,1380420,10,,single
1787623485,1382070,33,,single
1787623486,1441550,5,,single
1787623488,1446780,3798,,single
1787623489,1488200,201,,single
1787623491,1516240,2,,single
1787623492,1518810,4,,single
1787623494,1549550,3,,single
1787623495,1566200,82,,single
1787623496,1597730,8,,single
1787623498,1599020,10,,single
1787623499,1614550,59,,single
1787623501,1629520,279,,single
1787623502,1654660,9,,single
1787623504,1658150,147,,single
1787623505,1665190,19,,single
1787623507,1709880,4,,single
1787623508,1730590,5,,single
1787623510,1733060,0,,single
1787623511,1763250,513,,single
1787623513,1772830,8,,single
1787623514,1808680,15,,single
1787623516,1819460,0,,single
1787623517,1866180,4,,single
1787623519,1895350,37,,single
1787623520,1919460,10,,single
1787623522,1924360,13,,single
1787623523,1928980,78,,single
1787623524,1944570,14,,single
1787623526,1945250,0,,single
1787623527,1948280,457,,single
1787623528,2001120,1710,,single
1787623530,2142790,21565,,single
1787623531,2238040,3,,single
1787623533,2240080,5,,single
1787623534,2246880,32,,single
1787623536,2250060,2,,single
1787623537,2256450,1,,single
1787623538,2262610,3,,single
1787623540,2276930,229,,single
1787623541,2294130,10,,single
1787623543,2313240,5,,single
1787623544,2354600,8,,single
1787623545,2356500,0,,single
1787623547,2356560,68,,single
1787623548,2415010,172,,single
1787623550,2450700,12,,single
1787623551,2479320,4,,single
1787623552,2484130,18,,single
1787623554,2525380,56,,single
1787623555,2567870,914,,single
1787623556,2637990,9,,single
1787623558,2754380,538,,single
1787623559,2788520,27,,single
1787623561,2877540,19,,single
1787623562,3027930,14,,single
1787623564,3069120,28,,single
1787623565,3069810,13,,single
1787623566,3087650,2,,single
1787623568,3263320,54,,single
1787623569,3290710,2,,single
1787623570,10,6388,,single
1787623572,70,640,,single
1787623573,240,1575,,single
1787623575,500,522,,single
1787623576,550,30067,,single
1787623577,2280,259,,single
1787623579,2310,399,,single
