ts,appid,concurrent,peak_in_game,src
1787834574,301860,0,,single
1787834575,316720,0,,single
1787834577,449040,1,,single
1787834579,862440,0,,single
1787834580,869760,1,,single
1787834582,1422380,0,,single
1787834583,1477790,1,,single
1787834584,1587560,2,,single
1787834586,2007530,4,,single
1787834587,57400,0,,single
1787834589,900883,0,,single
1787834590,904750,0,,single
1787834592,976940,0,,single
1787834593,992740,0,,single
1787834595,1201280,1,,single
1787834597,1216080,0,,single
1787834598,1368860,0,,single
1787834600,1422050,0,,single
1787834601,1559430,0,,single
1787834603,1888430,0,,single
1787834604,2781210,0,,single
1787834606,2878710,1,,single
1787834607,3147900,0,,single
1787834609,2130,0,,single
1787834610,15280,0,,single
1787834612,15560,0,,single
1787834613,17340,0,,single
1787834615,33680,0,,single
1787834616,35010,0,,single
1787834618,38740,2,,single
1787834619,47830,0,,single
1787834621,56437,0,,single
1787834622,71240,0,,single
1787834624,91900,0,,single
1787834625,95700,0,,single
1787834627,99830,0,,single
1787834628,107600,0,,single
1787834630,115300,0,,single
1787834632,207080,1,,single
1787834633,207750,1,,single
1787834635,208090,1,,single
1787834636,211440,0,,single
1787834638,212740,1,,single
1787834639,213650,1,,single
1787834641,214190,0,,single
1787834642,214700,0,,single
1787834644,215670,0,,single
1787834646,220090,0,,single
1787834648,225280,0,,single
1787834650,227200,0,,single
1787834651,232450,0,,single
1787834653,232810,1,,single
1787834654,234940,0,,single
1787834656,235340,0,,single
1787834657,239800,0,,single
1787834659,244870,1,,single
1787834660,248550,0,,single
1787834662,250500,0,,single
1787834663,250560,0,,single
1787834665,250820,0,,single
1787834666,251170,0,,single
1787834668,252250,0,,single
1787834669,253330,3,,single
1787834670,258220,0,,single
1787834672,258890,1,,single
1787834673,259740,3,,single
1787834675,263060,1,,single
1787834676,263500,0,,single
1787834678,263740,2,,single
1787834679,265750,0,,single
1787834681,269050,0,,single
1787834682,270130,0,,single
1787834683,270450,2,,single
1787834685,271500,1,,single
1787834686,285580,0,,single
1787834688,286340,1,,single
1787834689,287340,0,,single
1787834690,291410,0,,single
1787834692,294140,0,,single
1787834693,296870,0,,single
1787834695,299680,0,,single
1787834696,314230,0,,single
1787834698,314280,1,,single
1787834699,322770,0,,single
1787834701,322780,0,,single
1787834702,325260,0,,single
1787834704,327560,0,,single
1787834706,327690,0,,single
1787834708,331370,0,,single
1787834709,331500,0,,single
1787834710,336390,0,,single
1787834712,348620,0,,single
1787834713,349890,0,,single
1787834715,351990,0,,single
1787834718,352460,0,,single
1787834720,353130,0,,single
1787834721,356520,4,,single
1787834723,358090,1,,single
1787834724,369580,0,,single
1787834726,373390,1,,single
1787834727,374670,0,,single
1787834728,375230,0,,single
1787834730,378660,0,,single
1787834731,385710,0,,single
1787834733,388520,0,,single
1787834734,393410,0,,single
1787834736,402020,2,,single
1787834737,402570,0,,single
1787834739,407840,0,,single
1787834740,410380,0,,single
1787834742,411560,0,,single
1787834743,412400,0,,single
1787834744,415270,0,,single
1787834746,418500,1,,single
1787834747,427270,0,,single
1787834749,429470,0,,single
1787834750,431930,1,,single
1787834751,446790,1,,single
1787834753,453340,0,,single
1787834754,457760,0,,single
1787834756,460060,0,,single
1787834757,461560,0,,single
1787834759,461910,0,,single
1787834760,468250,0,,single
1787834761,491130,1,,single
1787834763,497640,0,,single
1787834764,502940,0,,single
1787834766,503400,1,,single
1787834767,506540,0,,single
1787834769,510050,1,,single
1787834770,511800,0,,single
1787834771,513230,0,,single
1787834773,517910,0,,single
1787834774,520530,0,,single
1787834776,526740,0,,single
1787834777,530700,0,,single
1787834779,545270,0,,single
1787834780,552080,1,,single
1787834781,556820,0,,single
1787834783,559210,2,,single
1787834784,578720,0,,single
1787834786,587220,0,,single
1787834787,611980,1,,single
1787834788,641960,1,,single
1787834790,644290,0,,single
1787834791,648120,0,,single
1787834793,648430,0,,single
1787834794,651150,0,,single
1787834795,660880,0,,single
1787834797,663380,2,,single
1787834798,665490,0,,single
1787834800,676820,0,,single
1787834801,705220,0,,single
1787834803,723780,0,,single
1787834804,734580,0,,single
1787834805,735570,0,,single
1787834807,740250,0,,single
1787834808,744810,0,,single
1787834810,748370,0,,single
1787834811,751690,0,,single
1787834812,763410,0,,single
1787834814,772540,1,,single
1787834815,774791,2,,single
1787834817,809960,0,,single
1787834818,816350,0,,single
1787834819,835860,0,,single
1787834821,840260,0,,single
1787834822,876160,0,,single
1787834824,893520,0,,single
1787834830,901583,,,single
1787834832,920690,0,,single
1787834833,964350,2,,single
1787834835,964440,5,,single
1787834836,969680,0,,single
1787834837,971680,0,,single
1787834839,1022310,0,,single
1787834840,1024380,1,,single
1787834842,1024890,0,,single
1787834843,1057240,0,,single
1787834845,1057850,0,,single
1787834846,1061100,0,,single
1787834848,1066260,1,,single
1787834849,1067900,0,,single
1787834851,1071120,0,,single
1787834852,1072710,0,,single
1787834854,1094710,0,,single
1787834855,1098490,0,,single
1787834857,1104640,0,,single
1787834858,1106750,0,,single
1787834860,1114070,0,,single
1787834861,1120480,0,,single
1787834863,1122050,0,,single
1787834864,1127460,0,,single
1787834866,1144110,0,,single
1787834867,1162930,0,,single
1787834869,1189800,0,,single
1787834870,1201630,0,,single
1787834872,1206240,0,,single
1787834873,1220840,0,,single
1787834875,1233550,0,,single
1787834876,1254900,0,,single
1787834878,1271400,1,,single
1787834879,1284240,0,,single
1787834881,1289640,0,,single
1787834882,1292040,0,,single
1787834884,1297300,0,,single
1787834885,1310520,0,,single
1787834887,1311660,1,,single
1787834888,1318420,0,,single
1787834889,1332470,0,,single
1787834891,1341230,0,,single
1787834892,1360390,2,,single
1787834894,1371480,0,,single
1787834895,1372880,0,,single
1787834897,1399780,0,,single
1787834898,1416130,1,,single
1787834900,1424720,0,,single
1787834901,1426050,0,,single
1787834903,1431610,1,,single
1787834905,1435310,0,,single
1787834906,1451740,0,,single
1787834907,1461600,2,,single
1787834909,1469250,0,,single
1787834910,1493800,0,,single
1787834912,1497640,0,,single
1787834913,1506510,0,,single
1787834915,1509650,0,,single
1787834917,1509820,0,,single
1787834918,1546540,0,,single
1787834920,1554840,0,,single
1787834921,1630920,1,,single
1787834923,1681160,0,,single
1787834924,1850480,1,,single
1787834926,1955330,1,,single
1787834927,2267810,0,,single
1787834929,2344320,0,,single
1787834930,2487350,0,,single
1787834932,2685620,0,,single
1787834933,3267430,0,,single
1787834935,2360,0,,single
1787834936,2450,1,,single
1787834938,11280,0,,single
1787834939,12220,0,,single
1787834941,15270,2,,single
1787834942,15500,0,,single
1787834944,15520,0,,single
1787834945,18700,2,,single
1787834947,26500,1,,single
1787834948,29800,0,,single
1787834950,31170,1,,single
1787834951,32420,0,,single
1787834953,33229,0,,single
1787834954,37400,1,,single
1787834956,57680,1,,single
1787834957,63950,1,,single
1787834959,70420,1,,single
1787834960,72000,0,,single
1787834962,92000,1,,single
1787834963,94000,0,,single
1787834965,95300,0,,single
1787834966,99700,0,,single
1787834968,107800,0,,single
1787834969,200910,0,,single
1787834971,203210,0,,single
1787834973,203810,1,,single
1787834975,204180,4,,single
1787834976,207040,0,,single
1787834977,207650,0,,single
1787834979,208600,0,,single
1787834981,209270,0,,single
1787834982,209830,0,,single
1787834984,212390,0,,single
1787834985,214250,1,,single
1787834987,217690,1,,single
1787834988,218740,1,,single
1787834990,219340,0,,single
1787834992,220460,0,,single
1787834994,223490,1,,single
1787834995,224440,0,,single
1787834997,224540,0,,single
1787834998,225600,0,,single
1787835000,227160,0,,single
1787835001,227480,0,,single
1787835002,230840,0,,single
1787835004,231040,0,,single
1787835007,233230,1,,single
1787835008,238280,0,,single
1787835010,239660,0,,single
1787835011,241720,1,,single
1787835013,242780,1,,single
1787835014,243160,0,,single
1787835017,243220,0,,single
1787835020,245150,1,,single
1787835021,245370,1,,single
1787835023,246700,0,,single
1787835025,248630,0,,single
1787835026,248800,0,,single
1787835028,251370,0,,single
1787835029,251830,0,,single
1787835031,252350,2,,single
1787835032,257710,1,,single
1787835034,259570,0,,single
1787835035,259600,0,,single
1787835037,260790,0,,single
1787835038,262150,0,,single
1787835040,263020,0,,single
1787835041,263100,0,,single
1787835043,263560,0,,single
1787835044,264120,0,,single
1787835046,264240,0,,single
1787835047,266150,0,,single
1787835049,266490,0,,single
1787835050,269730,1,,single
1787835052,270570,0,,single
1787835053,271570,0,,single
1787835055,271670,1,,single
1787835056,274310,1,,single
1787835058,275490,1,,single
1787835059,275670,1,,single
1787835061,277930,0,,single
1787835062,278100,0,,single
1787835063,280520,0,,single
1787835065,281370,1,,single
1787835066,282590,2,,single
1787835068,284460,0,,single
1787835069,288930,0,,single
1787835071,290510,1,,single
1787835072,291010,1,,single
1787835073,292630,0,,single
1787835075,293520,0,,single
1787835076,293540,0,,single
1787835078,295550,0,,single
1787835079,295690,0,,single
1787835081,296070,0,,single
1787835082,296300,0,,single
1787835084,296910,0,,single
1787835085,297110,0,,single
1787835087,297350,0,,single
1787835093,300080,,,single
1787835095,302270,0,,single
1787835096,305960,0,,single
1787835098,306040,0,,single
1787835100,310890,0,,single
1787835101,311190,1,,single
1787835102,312150,0,,single
1787835104,312210,0,,single
1787835106,313020,0,,single
1787835107,313630,0,,single
1787835109,314150,0,,single
1787835110,314450,1,,single
1787835112,317250,0,,single
1787835113,317410,2,,single
1787835115,318220,0,,single
1787835117,319140,0,,single
1787835119,320820,0,,single
1787835120,321480,1,,single
1787835121,322300,0,,single
1787835128,323910,,,single
1787835130,324260,1,,single
1787835132,331120,0,,single
1787835133,331200,0,,single
1787835135,331440,1,,single
1787835136,332070,0,,single
1787835138,332500,0,,single
1787835139,334210,1,,single
1787835141,335190,1,,single
1787835142,335330,0,,single
1787835144,336130,0,,single
1787835146,337950,0,,single
1787835147,338180,1,,single
1787835149,339580,0,,single
1787835150,340000,1,,single
1787835152,340270,0,,single
1787835153,341500,1,,single
1787835154,342480,0,,single
1787835156,342980,2,,single
1787835158,343750,0,,single
1787835159,349720,0,,single
1787835161,350740,1,,single
1787835163,350910,2,,single
1787835164,351340,0,,single
1787835165,351800,0,,single
1787835167,353560,1,,single
1787835168,356050,1,,single
1787835170,361550,0,,single
1787835171,361800,0,,single
1787835173,366440,0,,single
1787835174,366910,0,,single
1787835176,367600,0,,single
1787835177,368430,1,,single
1787835179,368860,0,,single
1787835180,368990,0,,single
1787835181,369400,0,,single
1787835183,371420,1,,single
1787835184,372540,0,,single
1787835186,373330,0,,single
1787835187,375510,0,,single
1787835189,376570,0,,single
1787835190,379980,0,,single
1787835192,380220,0,,single
1787835193,381940,1,,single
1787835195,382050,0,,single
1787835196,383230,0,,single
1787835198,383580,0,,single
1787835199,385330,1,,single
1787835201,386010,0,,single
1787835203,388320,0,,single
1787835204,389040,0,,single
1787835205,389670,0,,single
1787835207,390720,0,,single
1787835208,400160,1,,single
1787835210,400250,0,,single
1787835211,401810,0,,single
1787835213,404480,0,,single
1787835214,408120,0,,single
1787835216,408520,0,,single
1787835217,408930,1,,single
1787835219,409510,0,,single
1787835220,412450,0,,single
1787835222,415590,0,,single
1787835223,415860,0,,single
1787835225,415880,0,,single
1787835226,416130,0,,single
1787835228,417890,0,,single
1787835229,419460,0,,single
1787835231,427760,0,,single
1787835232,427880,0,,single
1787835234,428370,0,,single
1787835235,429300,0,,single
1787835237,429940,0,,single
1787835238,433100,3,,single
1787835240,434420,0,,single
1787835242,436560,0,,single
1787835243,439350,0,,single
1787835245,439370,0,,single
1787835246,441790,0,,single
1787835247,442080,1,,single
1787835249,449540,3,,single
1787835250,451840,0,,single
1787835252,452490,0,,single
1787835253,453890,1,,single
1787835255,454350,0,,single
1787835256,455120,0,,single
1787835257,457330,1,,single
1787835259,457960,0,,single
1787835260,460700,1,,single
1787835262,463390,0,,single
1787835263,464780,1,,single
1787835264,465780,0,,single
1787835266,466660,0,,single
1787835268,467360,0,,single
1787835269,467660,0,,single
1787835271,467820,0,,single
1787835272,468560,0,,single
1787835274,477270,0,,single
1787835275,486650,0,,single
1787835277,488440,1,,single
1787835278,502550,0,,single
1787835280,503350,0,,single
1787835281,512490,3,,single
1787835282,513290,0,,single
1787835284,513560,0,,single
1787835285,515040,4,,single
1787835287,518580,0,,single
1787835288,520010,1,,single
1787835290,521340,0,,single
1787835291,523210,0,,single
1787835293,527270,0,,single
1787835294,529110,0,,single
1787835296,531960,1,,single
1787835298,542310,0,,single
1787835299,552450,0,,single
1787835301,554510,1,,single
1787835302,555210,1,,single
1787835304,562590,0,,single
1787835306,566860,0,,single
1787835307,570460,0,,single
1787835309,578210,0,,single
1787835310,590690,0,,single
1787835312,594770,0,,single
1787835314,600140,0,,single
1787835315,603880,0,,single
1787835317,606140,0,,single
1787835320,611160,0,,single
1787835322,617700,2,,single
1787835323,619080,0,,single
1787835325,628730,0,,single
1787835327,630100,1,,single
1787835329,632070,0,,single
1787835330,658570,0,,single
1787835331,658980,0,,single
1787835333,666020,0,,single
1787835334,672640,0,,single
1787835336,673000,0,,single
1787835337,676840,0,,single
1787835339,681660,0,,single
1787835340,684200,0,,single
1787835341,686600,0,,single
1787835343,687260,2,,single
1787835344,689090,0,,single
1787835346,690510,0,,single
1787835347,692840,0,,single
1787835349,694720,1,,single
1787835350,707680,0,,single
1787835352,709440,0,,single
1787835353,722230,3,,single
1787835355,722560,5,,single
1787835356,723270,0,,single
1787835358,728540,0,,single
1787835359,731620,0,,single
1787835361,732810,1,,single
1787835362,733210,0,,single
1787835364,738530,3,,single
1787835366,746930,0,,single
1787835367,750050,0,,single
1787835368,757130,0,,single
1787835370,762220,0,,single
1787835371,767930,2,,single
1787835373,770390,0,,single
1787835374,781440,3,,single
1787835376,788690,0,,single
1787835377,791930,0,,single
1787835379,792990,0,,single
1787835380,802200,0,,single
1787835382,803140,0,,single
1787835383,805850,0,,single
1787835385,824070,1,,single
1787835386,833090,0,,single
1787835388,838900,0,,single
1787835389,842910,1,,single
1787835391,852090,1,,single
1787835392,859680,0,,single
1787835394,862480,0,,single
1787835395,866540,0,,single
1787835397,868980,0,,single
1787835398,874240,0,,single
1787835400,887830,0,,single
1787835401,889480,0,,single
1787835403,899310,1,,single
1787835404,921060,0,,single
1787835406,927350,0,,single
1787835407,928950,0,,single
1787835409,939510,0,,single
1787835410,943150,0,,single
1787835412,950460,0,,single
1787835413,950670,0,,single
1787835415,955060,0,,single
1787835416,957790,0,,single
1787835418,980940,2,,single
1787835419,984560,0,,single
1787835421,987350,0,,single
1787835422,992640,0,,single
1787835424,992910,0,,single
1787835425,999730,0,,single
1787835427,1012610,1,,single
1787835428,1032520,0,,single
1787835430,1040550,0,,single
1787835431,1056600,1,,single
1787835433,1060600,0,,single
1787835434,1062000,1,,single
1787835436,1063770,0,,single
1787835437,1075950,0,,single
1787835439,1082680,0,,single
1787835440,1089710,0,,single
1787835442,1090250,1,,single
1787835443,1093720,0,,single
1787835445,1098292,0,,single
1787835447,1098293,0,,single
1787835448,1103950,0,,single
1787835450,1106770,0,,single
1787835451,1131240,0,,single
1787835452,1133430,0,,single
1787835454,1142130,0,,single
1787835456,1147660,0,,single
1787835457,1158980,0,,single
1787835459,1173380,0,,single
1787835460,1180030,0,,single
