ts,appid,concurrent,peak_in_game,src
1787195072,209370,1,,single
1787195073,301860,0,,single
1787195075,316720,0,,single
1787195076,323320,1,,single
1787195078,377330,1,,single
1787195080,385240,1,,single
1787195081,449040,0,,single
1787195083,862440,0,,single
1787195084,869760,0,,single
1787195086,963000,1,,single
1787195087,1047220,1,,single
1787195089,1422380,0,,single
1787195091,1477790,0,,single
1787195092,1587560,0,,single
1787195094,1945250,1,,single
1787195095,2007530,0,,single
1787195097,2356500,0,,single
1787195098,57400,0,,single
1787195099,407900,1,,single
1787195101,615610,1,,single
1787195102,805590,0,,single
1787195104,900883,0,,single
1787195105,904750,0,,single
1787195107,976940,0,,single
1787195108,992740,0,,single
1787195110,1109410,1,,single
1787195111,1201280,0,,single
1787195113,1216080,0,,single
1787195115,1282200,0,,single
1787195116,1368860,0,,single
1787195118,1422050,0,,single
1787195119,1428310,0,,single
1787195121,1507970,1,,single
1787195122,1532510,3,,single
1787195124,1559430,0,,single
1787195126,1808800,1,,single
1787195127,1888430,0,,single
1787195129,2059670,1,,single
1787195130,2112520,2,,single
1787195132,2539960,1,,single
1787195133,2667430,1,,single
1787195135,2781210,0,,single
1787195136,2878710,0,,single
1787195138,3147900,0,,single
1787195139,2130,0,,single
1787195141,15280,0,,single
1787195142,15560,0,,single
1787195143,17340,0,,single
1787195145,31290,1,,single
1787195146,33680,0,,single
1787195148,35010,0,,single
1787195149,38600,4,,single
1787195151,38740,0,,single
1787195152,41100,1,,single
1787195154,47830,0,,single
1787195155,56437,0,,single
1787195157,71240,0,,single
1787195158,80310,3,,single
1787195160,91200,1,,single
1787195162,91900,0,,single
1787195164,95700,0,,single
1787195165,99830,0,,single
1787195167,107600,0,,single
1787195168,115300,0,,single
1787195170,205190,1,,single
1787195171,205910,1,,single
1787195173,207080,0,,single
1787195175,207750,0,,single
1787195176,208090,0,,single
1787195178,211160,4,,single
1787195180,211260,1,,single
1787195181,211440,0,,single
1787195183,212740,0,,single
1787195184,213650,0,,single
1787195185,214190,0,,single
1787195187,214700,0,,single
1787195188,215470,2,,single
1787195190,215670,0,,single
1787195191,220090,0,,single
1787195193,220860,1,,single
1787195194,223510,1,,single
1787195196,224940,1,,single
1787195197,225280,0,,single
1787195199,227200,0,,single
1787195200,232450,0,,single
1787195202,232810,0,,single
1787195203,234940,0,,single
1787195205,235340,0,,single
1787195206,239800,0,,single
1787195208,244730,2,,single
1787195209,244870,0,,single
1787195211,244930,2,,single
1787195212,247240,1,,single
1787195214,248550,0,,single
1787195215,250050,2,,single
1787195216,250500,0,,single
1787195218,250560,0,,single
1787195220,250820,0,,single
1787195221,251170,0,,single
1787195223,252030,4,,single
1787195224,252250,0,,single
1787195226,253330,0,,single
1787195227,258220,0,,single
1787195229,258890,0,,single
1787195230,259740,0,,single
1787195232,263060,0,,single
1787195233,263500,0,,single
1787195235,263740,0,,single
1787195236,265750,0,,single
1787195237,269030,1,,single
1787195239,269050,0,,single
1787195240,270130,0,,single
1787195242,270450,0,,single
1787195243,271500,0,,single
1787195245,272040,2,,single
1787195246,278460,0,,single
1787195249,285580,0,,single
1787195250,286040,0,,single
1787195252,286340,0,,single
1787195253,287340,0,,single
1787195254,291410,0,,single
1787195256,292180,1,,single
1787195257,294140,0,,single
1787195259,296870,0,,single
1787195260,299360,1,,single
1787195262,299680,0,,single
1787195263,314230,0,,single
1787195264,314280,0,,single
1787195266,318100,0,,single
1787195267,322680,1,,single
1787195269,322770,0,,single
1787195270,322780,0,,single
1787195272,325260,0,,single
1787195273,327560,0,,single
1787195274,327690,0,,single
1787195276,328760,2,,single
1787195278,331370,0,,single
1787195279,331480,1,,single
1787195281,331500,0,,single
1787195282,336390,0,,single
1787195284,348620,0,,single
1787195285,349890,0,,single
1787195287,351990,0,,single
1787195288,352460,0,,single
1787195290,353130,0,,single
1787195291,356520,0,,single
1787195293,357330,1,,single
1787195294,357480,1,,single
1787195296,358090,0,,single
1787195297,361630,1,,single
1787195299,369580,0,,single
1787195300,373390,0,,single
1787195302,374670,0,,single
1787195303,375230,0,,single
1787195305,378660,0,,single
1787195306,385710,0,,single
1787195308,388520,0,,single
1787195309,390670,1,,single
1787195311,393410,0,,single
1787195312,399120,1,,single
1787195314,399820,6,,single
1787195315,402020,0,,single
1787195317,402570,0,,single
1787195318,407840,0,,single
1787195320,410380,0,,single
1787195322,411560,0,,single
1787195323,412400,0,,single
1787195325,412740,1,,single
1787195326,415270,0,,single
1787195328,418500,0,,single
1787195329,427270,0,,single
1787195331,427820,2,,single
1787195332,429470,0,,single
1787195334,431930,0,,single
1787195335,433550,1,,single
1787195337,436320,1,,single
1787195338,446790,0,,single
1787195340,449680,2,,single
1787195341,453340,0,,single
1787195343,455820,1,,single
1787195344,457760,0,,single
1787195346,460060,0,,single
1787195347,461560,0,,single
1787195349,461910,0,,single
1787195350,468250,0,,single
1787195352,479130,1,,single
