ts,appid,concurrent,peak_in_game,src
1786602578,623080,3,,single
1786602579,209370,0,,single
1786602581,219680,1,,single
1786602582,226740,1,,single
1786602584,261530,0,,single
1786602586,274270,1,,single
1786602587,301860,0,,single
1786602589,316720,0,,single
1786602590,323320,0,,single
1786602592,331870,2,,single
1786602593,377330,0,,single
1786602595,385240,0,,single
1786602596,449040,0,,single
1786602598,467380,2,,single
1786602599,506870,1,,single
1786602601,563840,4,,single
1786602602,829280,1,,single
1786602604,862440,0,,single
1786602605,869760,0,,single
1786602606,910630,0,,single
1786602608,963000,0,,single
1786602609,1047220,0,,single
1786602611,1171320,1,,single
1786602612,1422380,0,,single
1786602614,1477790,0,,single
1786602615,1587560,0,,single
1786602617,1945250,0,,single
1786602618,2007530,0,,single
1786602620,2354600,2,,single
1786602621,2356500,0,,single
1786602622,57400,0,,single
1786602624,303590,1,,single
1786602625,407900,0,,single
1786602627,433950,13,,single
1786602628,615120,3,,single
1786602630,615610,0,,single
1786602631,774181,119,,single
1786602633,774801,323,,single
1786602634,805590,0,,single
1786602635,900883,0,,single
1786602637,904750,0,,single
1786602638,976940,0,,single
1786602640,992310,1,,single
1786602641,992740,0,,single
1786602643,1109410,0,,single
1786602644,1175140,2,,single
1786602646,1178030,2,,single
1786602647,1198320,4,,single
1786602649,1201280,0,,single
1786602650,1216080,0,,single
1786602651,1255650,4,,single
1786602653,1282200,0,,single
1786602654,1283130,1,,single
1786602656,1349060,1,,single
1786602657,1368860,0,,single
1786602659,1419860,1,,single
1786602660,1422050,0,,single
1786602662,1428310,0,,single
1786602663,1507970,0,,single
1786602665,1532510,0,,single
1786602666,1559430,0,,single
1786602668,1710100,1,,single
1786602669,1808800,0,,single
1786602671,1888430,0,,single
1786602672,2059670,0,,single
1786602673,2112520,0,,single
1786602675,2135690,3,,single
1786602677,2443360,3,,single
1786602678,2539960,0,,single
1786602680,2667430,0,,single
1786602681,2781210,0,,single
1786602683,2857730,4,,single
1786602684,2878710,0,,single
1786602686,2883280,2,,single
1786602687,2929730,3,,single
1786602688,3147900,0,,single
1786602690,2130,0,,single
1786602691,8080,2,,single
1786602693,8400,1,,single
1786602695,15280,0,,single
1786602696,15560,0,,single
1786602698,17340,0,,single
1786602699,17580,1,,single
1786602701,20820,0,,single
1786602702,24420,4,,single
1786602704,31290,0,,single
1786602705,32400,1,,single
1786602707,33680,0,,single
1786602708,33900,1,,single
1786602710,35010,0,,single
1786602711,38600,0,,single
1786602713,38740,0,,single
1786602714,41100,0,,single
1786602716,47830,0,,single
1786602717,56437,0,,single
1786602719,63000,3,,single
1786602720,71240,0,,single
1786602722,80310,0,,single
1786602723,91100,0,,single
1786602725,91200,0,,single
1786602726,91900,0,,single
1786602728,94200,2,,single
1786602729,95700,0,,single
1786602731,98300,1,,single
1786602732,99830,0,,single
1786602734,107600,0,,single
1786602735,113020,1,,single
1786602737,115300,0,,single
1786602738,201270,1,,single
1786602740,201830,1,,single
1786602741,204240,1,,single
1786602743,205190,0,,single
1786602744,205910,0,,single
1786602746,206210,1,,single
