ts,appid,concurrent,peak_in_game,src
1788419190,301860,0,,single
1788419192,316720,0,,single
1788419193,862440,0,,single
1788419195,1422380,0,,single
1788419196,57400,0,,single
1788419197,900883,0,,single
1788419199,904750,0,,single
1788419200,976940,0,,single
1788419202,992740,0,,single
1788419203,1216080,0,,single
1788419205,1368860,0,,single
1788419206,1422050,0,,single
1788419207,1559430,0,,single
1788419209,1888430,0,,single
1788419210,2781210,0,,single
1788419212,3147900,0,,single
1788419213,2130,0,,single
1788419215,15280,0,,single
1788419216,15560,0,,single
1788419217,17340,0,,single
1788419219,33680,0,,single
1788419220,35010,0,,single
1788419222,47830,0,,single
1788419223,56437,0,,single
1788419224,71240,1,,single
1788419226,91900,0,,single
1788419227,95700,0,,single
1788419229,99830,0,,single
1788419230,107600,0,,single
1788419231,115300,0,,single
1788419233,211440,0,,single
1788419234,214190,0,,single
1788419236,214700,0,,single
1788419237,215670,0,,single
1788419238,220090,0,,single
1788419240,225280,0,,single
1788419241,227200,1,,single
1788419243,232450,0,,single
1788419244,234940,0,,single
1788419245,235340,0,,single
1788419247,239800,0,,single
1788419248,248550,0,,single
1788419249,250500,0,,single
1788419251,250560,1,,single
1788419252,250820,0,,single
1788419254,251170,0,,single
1788419255,252250,0,,single
1788419257,263500,0,,single
1788419258,265750,0,,single
1788419260,269050,0,,single
1788419261,270130,0,,single
1788419263,285580,0,,single
1788419264,287340,0,,single
1788419266,291410,0,,single
1788419267,294140,0,,single
1788419268,299680,1,,single
1788419270,314230,0,,single
1788419272,322770,0,,single
1788419273,322780,0,,single
1788419274,325260,1,,single
1788419276,327560,0,,single
1788419277,327690,0,,single
1788419279,331370,0,,single
1788419280,331500,0,,single
1788419282,336390,0,,single
1788419283,348620,0,,single
1788419285,349890,0,,single
1788419286,351990,0,,single
1788419287,352460,0,,single
1788419289,353130,0,,single
1788419290,369580,0,,single
1788419292,374670,0,,single
1788419293,375230,0,,single
1788419295,378660,0,,single
1788419296,385710,0,,single
1788419298,388520,0,,single
1788419299,393410,0,,single
1788419301,402570,0,,single
1788419302,407840,0,,single
1788419304,410380,1,,single
1788419305,411560,0,,single
1788419306,412400,0,,single
1788419308,415270,0,,single
1788419310,427270,0,,single
1788419311,429470,0,,single
1788419312,453340,0,,single
1788419314,457760,0,,single
1788419315,460060,0,,single
1788419317,461560,0,,single
1788419318,461910,0,,single
1788419320,468250,0,,single
1788419321,497640,0,,single
1788419323,502940,0,,single
1788419324,506540,0,,single
1788419326,511800,0,,single
1788419327,513230,0,,single
1788419329,517910,0,,single
1788419330,520530,2,,single
1788419332,526740,0,,single
1788419333,530700,0,,single
1788419335,545270,0,,single
1788419336,556820,0,,single
1788419338,578720,0,,single
1788419339,587220,0,,single
1788419341,644290,0,,single
1788419342,648120,1,,single
1788419344,648430,0,,single
1788419345,651150,0,,single
1788419347,660880,0,,single
1788419348,665490,0,,single
1788419350,676820,0,,single
1788419351,705220,0,,single
1788419353,723780,0,,single
1788419354,734580,0,,single
1788419356,735570,0,,single
1788419357,740250,0,,single
1788419359,744810,0,,single
1788419360,748370,0,,single
1788419362,751690,0,,single
1788419363,763410,0,,single
1788419365,809960,0,,single
1788419366,816350,0,,single
1788419368,835860,0,,single
1788419369,840260,0,,single
1788419371,876160,0,,single
1788419372,893520,0,,single
1788419379,901583,,,single
1788419380,920690,0,,single
1788419382,969680,0,,single
1788419383,971680,0,,single
1788419385,1022310,0,,single
1788419386,1024890,0,,single
1788419388,1057240,0,,single
1788419389,1057850,0,,single
1788419390,1061100,0,,single
1788419392,1067900,0,,single
1788419394,1071120,0,,single
1788419395,1072710,0,,single
1788419397,1094710,0,,single
1788419398,1098490,0,,single
1788419400,1104640,0,,single
1788419403,1106750,0,,single
1788419404,1114070,0,,single
1788419405,1120480,0,,single
1788419407,1122050,1,,single
1788419408,1127460,0,,single
1788419409,1144110,0,,single
1788419411,1162930,0,,single
1788419412,1189800,0,,single
1788419414,1201630,0,,single
1788419415,1206240,0,,single
1788419416,1220840,1,,single
1788419418,1233550,0,,single
1788419419,1254900,0,,single
1788419421,1284240,0,,single
1788419422,1289640,0,,single
1788419424,1292040,0,,single
1788419425,1310520,2,,single
1788419426,1318420,0,,single
1788419428,1332470,0,,single
1788419429,1341230,0,,single
1788419431,1371480,0,,single
1788419432,1372880,0,,single
1788419433,1399780,0,,single
1788419435,1424720,0,,single
1788419436,1426050,0,,single
1788419438,1435310,0,,single
1788419439,1451740,1,,single
1788419440,1469250,0,,single
1788419442,1493800,0,,single
1788419443,1497640,0,,single
1788419445,1506510,0,,single
1788419446,1509650,0,,single
1788419448,1509820,1,,single
1788419449,1546540,0,,single
1788419451,1554840,0,,single
1788419452,1681160,0,,single
1788419454,2267810,0,,single
1788419455,2344320,1,,single
1788419457,2487350,0,,single
1788419458,2685620,0,,single
1788419459,3267430,0,,single
1788419461,2360,0,,single
1788419462,2590,2,,single
1788419464,11280,0,,single
1788419465,12220,0,,single
1788419467,15500,1,,single
1788419468,15520,0,,single
1788419470,29800,0,,single
1788419471,32420,0,,single
1788419473,33229,0,,single
1788419474,42120,0,,single
1788419476,72000,0,,single
1788419477,94000,0,,single
1788419479,95300,0,,single
1788419480,99700,0,,single
1788419482,107800,0,,single
1788419483,200910,0,,single
1788419485,203210,0,,single
1788419486,207040,0,,single
1788419487,207650,0,,single
1788419489,208600,0,,single
1788419490,209270,0,,single
1788419492,209830,0,,single
1788419493,212390,1,,single
1788419494,219340,0,,single
1788419496,220460,0,,single
1788419497,224440,0,,single
1788419498,224540,0,,single
1788419500,225600,0,,single
1788419501,227160,0,,single
1788419503,227480,0,,single
1788419504,230840,0,,single
1788419506,231040,0,,single
1788419507,238280,0,,single
1788419508,239660,0,,single
1788419510,243160,2,,single
1788419511,243220,0,,single
1788419513,246700,0,,single
1788419514,248630,0,,single
1788419515,248800,0,,single
1788419517,251370,0,,single
1788419518,251830,0,,single
1788419520,259570,0,,single
1788419521,259600,0,,single
1788419523,260790,0,,single
1788419524,263020,0,,single
1788419525,263100,0,,single
1788419527,263560,0,,single
1788419529,264120,0,,single
1788419530,264240,0,,single
1788419532,266150,0,,single
1788419533,266490,0,,single
1788419535,270570,1,,single
1788419536,271570,0,,single
1788419538,272890,0,,single
1788419539,277930,0,,single
1788419541,280520,0,,single
1788419542,284460,0,,single
1788419544,288930,0,,single
1788419545,292630,0,,single
1788419547,293520,0,,single
1788419548,293540,0,,single
1788419549,295550,0,,single
1788419551,295690,0,,single
1788419552,296300,0,,single
1788419554,296910,0,,single
1788419555,297110,0,,single
1788419557,297350,0,,single
1788419563,300080,,,single
1788419565,302270,0,,single
1788419566,305960,0,,single
1788419567,306040,0,,single
1788419569,310890,0,,single
1788419570,312150,0,,single
1788419572,312210,0,,single
1788419573,313020,1,,single
1788419575,313630,1,,single
1788419576,317250,0,,single
1788419578,319140,0,,single
1788419579,320820,0,,single
1788419581,322300,0,,single
1788419587,323910,,,single
1788419589,331120,0,,single
1788419590,331200,0,,single
1788419591,332070,0,,single
1788419593,332500,0,,single
1788419594,335330,0,,single
1788419595,336130,0,,single
1788419597,337950,0,,single
1788419598,339580,0,,single
1788419600,340270,0,,single
1788419601,342480,0,,single
1788419603,343750,0,,single
1788419604,349720,0,,single
1788419605,351340,0,,single
1788419607,351800,0,,single
1788419608,361550,0,,single
1788419610,361800,0,,single
1788419611,366440,0,,single
1788419613,367600,0,,single
1788419614,368860,0,,single
1788419616,368990,0,,single
1788419617,369400,0,,single
1788419618,372540,0,,single
1788419620,373330,1,,single
1788419621,375510,0,,single
1788419623,376570,0,,single
1788419624,379980,0,,single
1788419626,380220,0,,single
1788419627,382050,0,,single
1788419629,383230,0,,single
1788419630,386010,0,,single
1788419632,388320,0,,single
1788419633,389040,0,,single
1788419635,389670,0,,single
1788419636,390720,0,,single
1788419637,400250,0,,single
1788419639,401810,0,,single
1788419640,404480,0,,single
1788419642,408120,0,,single
1788419643,408520,0,,single
1788419645,409510,0,,single
1788419646,412450,0,,single
1788419647,415590,0,,single
1788419649,415860,0,,single
1788419650,415880,0,,single
1788419652,416130,0,,single
1788419653,417890,0,,single
1788419654,419460,0,,single
1788419656,427760,0,,single
