ts,appid,concurrent,peak_in_game,src
1789024481,316720,0,,single
1789024483,862440,0,,single
1789024484,1422380,1,,single
1789024485,57400,0,,single
1789024487,900883,0,,single
1789024488,904750,0,,single
1789024490,976940,0,,single
1789024491,992740,0,,single
1789024492,1216080,0,,single
1789024494,1282200,1,,single
1789024495,1368860,0,,single
1789024496,1422050,0,,single
1789024498,1559430,0,,single
1789024499,1888430,0,,single
1789024500,2781210,0,,single
1789024502,3147900,0,,single
1789024503,2130,0,,single
1789024505,15280,0,,single
1789024506,15560,0,,single
1789024507,17340,0,,single
1789024509,33680,0,,single
1789024510,35010,0,,single
1789024512,47830,0,,single
1789024513,56437,0,,single
1789024514,91900,0,,single
1789024516,95700,0,,single
1789024517,99830,0,,single
1789024518,107600,4,,single
1789024520,115300,0,,single
1789024521,211440,1,,single
1789024522,214190,0,,single
1789024524,214700,0,,single
1789024525,215670,0,,single
1789024527,220090,1,,single
1789024528,225280,0,,single
1789024529,232450,0,,single
1789024531,234940,0,,single
1789024532,235340,0,,single
1789024533,239800,0,,single
1789024535,248550,0,,single
1789024536,250500,0,,single
1789024538,250820,0,,single
1789024539,251170,0,,single
1789024540,252250,0,,single
1789024542,258220,0,,single
1789024543,263500,0,,single
1789024545,265750,0,,single
1789024546,269050,0,,single
1789024547,270130,0,,single
1789024549,285580,0,,single
1789024550,287340,1,,single
1789024551,291410,0,,single
1789024553,294140,0,,single
1789024554,314230,1,,single
1789024556,322770,0,,single
1789024557,322780,0,,single
1789024558,327560,0,,single
1789024560,327690,0,,single
1789024561,331360,0,,single
1789024563,331370,0,,single
1789024564,331500,0,,single
1789024565,336390,0,,single
1789024567,348620,0,,single
1789024568,351990,1,,single
1789024569,352460,0,,single
1789024571,353130,0,,single
1789024572,369580,0,,single
1789024574,374670,0,,single
1789024575,375230,0,,single
1789024576,378660,0,,single
1789024578,385710,1,,single
1789024579,388520,0,,single
1789024580,393410,0,,single
1789024582,402570,0,,single
1789024583,407840,0,,single
1789024585,411560,0,,single
1789024586,412400,0,,single
1789024588,415270,0,,single
1789024590,427270,0,,single
1789024591,429470,0,,single
1789024592,453340,1,,single
1789024594,460060,0,,single
1789024595,461560,0,,single
1789024597,461910,0,,single
1789024598,468250,0,,single
1789024600,497640,0,,single
1789024601,502940,0,,single
1789024602,506540,0,,single
1789024604,511800,0,,single
1789024605,513230,0,,single
1789024606,517910,0,,single
1789024608,526740,0,,single
1789024609,530700,0,,single
1789024611,545270,1,,single
1789024612,556820,0,,single
1789024614,578720,1,,single
1789024615,587220,0,,single
1789024616,644290,0,,single
1789024618,648430,0,,single
1789024619,651150,0,,single
1789024620,660880,2,,single
1789024622,665490,0,,single
1789024623,676820,0,,single
1789024624,705220,0,,single
1789024626,723780,0,,single
1789024627,734580,0,,single
1789024628,735570,0,,single
1789024630,740250,0,,single
1789024631,744810,0,,single
1789024632,748370,0,,single
1789024634,751690,0,,single
1789024635,763410,0,,single
1789024636,809960,0,,single
1789024638,816350,0,,single
1789024639,835860,0,,single
1789024641,840260,0,,single
1789024642,876160,0,,single
1789024643,893520,0,,single
1789024650,901583,,,single
1789024656,901735,,,single
1789024658,920690,0,,single
1789024659,969680,0,,single
1789024660,971680,0,,single
1789024662,1024890,0,,single
1789024663,1057240,0,,single
1789024665,1057850,0,,single
1789024666,1061100,0,,single
1789024668,1067900,1,,single
1789024669,1071120,1,,single
1789024670,1072710,0,,single
1789024672,1094710,0,,single
1789024673,1098490,0,,single
1789024675,1104640,0,,single
1789024676,1106750,0,,single
1789024677,1114070,2,,single
1789024679,1120480,1,,single
1789024680,1127460,0,,single
1789024681,1138100,0,,single
1789024683,1144110,0,,single
1789024684,1162930,0,,single
1789024685,1189800,0,,single
1789024687,1201630,0,,single
1789024688,1206240,0,,single
1789024690,1233550,0,,single
1789024691,1254900,0,,single
1789024693,1284240,0,,single
1789024694,1292040,0,,single
1789024695,1318420,0,,single
1789024697,1332470,1,,single
1789024698,1341230,0,,single
1789024699,1371480,0,,single
1789024701,1372880,0,,single
1789024702,1399780,0,,single
1789024704,1424720,0,,single
1789024705,1426050,0,,single
1789024707,1435310,0,,single
1789024708,1469250,0,,single
1789024709,1493800,0,,single
1789024711,1497640,0,,single
1789024712,1506510,0,,single
1789024713,1509650,0,,single
1789024715,1546540,0,,single
1789024716,1554840,1,,single
1789024718,1681160,0,,single
1789024719,2267810,0,,single
1789024721,2487350,0,,single
1789024722,2685620,0,,single
1789024723,3267430,0,,single
1789024725,2360,0,,single
1789024726,11280,0,,single
1789024727,12220,0,,single
1789024729,15520,0,,single
1789024730,29800,0,,single
1789024731,32420,0,,single
1789024733,33229,0,,single
1789024734,72000,0,,single
1789024735,94000,0,,single
1789024737,95300,0,,single
1789024738,99700,0,,single
1789024740,107800,0,,single
1789024741,200910,0,,single
1789024743,203210,1,,single
1789024744,207040,0,,single
1789024745,207430,0,,single
1789024747,207650,0,,single
1789024748,208600,0,,single
1789024749,209270,0,,single
1789024751,209830,0,,single
1789024752,219340,0,,single
1789024753,220460,0,,single
1789024755,224440,0,,single
1789024756,224540,0,,single
1789024758,225600,0,,single
1789024759,227160,0,,single
1789024760,227480,0,,single
1789024762,230840,0,,single
1789024763,231040,0,,single
1789024765,238280,0,,single
1789024766,239660,0,,single
1789024767,243220,0,,single
1789024769,246700,0,,single
1789024770,248630,0,,single
1789024772,248800,0,,single
1789024773,251370,1,,single
1789024774,251830,0,,single
1789024776,259570,0,,single
1789024777,259600,0,,single
1789024779,260790,0,,single
1789024780,263020,1,,single
1789024781,263100,0,,single
1789024783,263560,1,,single
1789024784,264120,0,,single
1789024786,264240,0,,single
1789024787,266150,0,,single
1789024788,266490,0,,single
1789024790,269170,0,,single
1789024791,271570,509,,single
1789024792,277930,0,,single
1789024794,280520,0,,single
1789024795,284460,0,,single
1789024796,288930,0,,single
1789024798,292630,0,,single
1789024799,293520,1,,single
1789024800,293540,1,,single
1789024802,295550,0,,single
1789024803,295690,0,,single
1789024805,296300,0,,single
1789024806,296910,0,,single
1789024807,297110,0,,single
1789024809,297350,0,,single
1789024815,300080,,,single
1789024816,302270,0,,single
1789024818,305960,0,,single
1789024819,306040,1,,single
1789024820,310890,2,,single
1789024822,312150,0,,single
1789024823,312210,0,,single
1789024824,317250,1,,single
1789024826,318220,0,,single
1789024827,318430,0,,single
1789024829,319140,0,,single
1789024830,320820,0,,single
1789024831,322300,0,,single
1789024838,323910,,,single
1789024839,331120,0,,single
1789024840,331200,0,,single
1789024842,332070,0,,single
1789024843,332500,0,,single
1789024845,333250,0,,single
1789024846,335330,0,,single
1789024847,336130,0,,single
1789024849,337950,0,,single
1789024850,339580,1,,single
1789024852,340270,0,,single
1789024853,342480,0,,single
1789024854,343750,0,,single
1789024855,349720,0,,single
1789024857,351340,0,,single
1789024858,351800,1,,single
1789024860,361550,0,,single
1789024861,361800,0,,single
1789024862,366440,0,,single
1789024864,367600,0,,single
1789024865,368860,1,,single
1789024867,368990,0,,single
1789024868,369400,0,,single
1789024869,372540,0,,single
1789024871,375510,0,,single
1789024872,376570,0,,single
1789024874,379980,1,,single
1789024875,380220,0,,single
1789024876,382050,0,,single
1789024878,383230,0,,single
1789024879,386010,0,,single
1789024881,388320,0,,single
1789024882,389040,0,,single
1789024883,389670,0,,single
1789024885,390720,1,,single
1789024886,400250,0,,single
1789024887,401810,0,,single
1789024889,404480,0,,single
1789024890,408120,0,,single
1789024892,408520,0,,single
1789024893,409510,0,,single
1789024894,412450,0,,single
1789024896,415590,0,,single
1789024897,415860,0,,single
1789024899,415880,0,,single
1789024900,416130,0,,single
1789024902,417890,0,,single
1789024903,419460,0,,single
1789024904,427760,0,,single
1789024906,428370,0,,single
1789024907,429940,0,,single
1789024908,436560,0,,single
1789024910,439350,0,,single
1789024911,439370,0,,single
1789024912,454350,0,,single
1789024914,455120,0,,single
1789024915,457960,0,,single
1789024917,463390,0,,single
1789024918,466660,0,,single
1789024919,467360,2,,single
1789024921,467660,0,,single
1789024922,467820,0,,single
1789024923,468560,0,,single
1789024925,477270,0,,single
1789024926,486650,0,,single
1789024927,513560,0,,single
1789024929,518580,0,,single
1789024930,521340,0,,single
1789024932,523210,0,,single
1789024933,529110,0,,single
1789024934,542310,0,,single
1789024936,562590,0,,single
1789024937,566860,0,,single
1789024938,570460,0,,single
1789024940,578210,0,,single
1789024941,590690,0,,single
1789024943,594770,0,,single
1789024944,600140,0,,single
1789024945,603880,0,,single
1789024947,606140,0,,single
1789024948,611160,0,,single
1789024949,619080,0,,single
1789024951,628730,1,,single
1789024952,629840,0,,single
1789024954,632070,0,,single
1789024955,658570,0,,single
1789024957,658980,0,,single
1789024958,666020,0,,single
1789024959,672640,0,,single
1789024961,673000,2,,single
1789024962,676840,0,,single
1789024964,681660,0,,single
1789024965,684200,0,,single
1789024967,686600,0,,single
1789024968,689090,0,,single
1789024970,690510,0,,single
1789024971,707680,0,,single
1789024973,723270,0,,single
1789024974,728540,0,,single
1789024976,731620,0,,single
1789024977,733210,0,,single
1789024978,746930,0,,single
1789024980,750050,0,,single
1789024981,757130,0,,single
1789024982,762220,1,,single
1789024984,770390,0,,single
1789024985,788690,0,,single
1789024986,791930,0,,single
1789024988,792990,0,,single
1789024989,802200,0,,single
1789024990,803140,0,,single
1789024992,805850,0,,single
1789024993,833090,0,,single
1789024995,838900,0,,single
1789024996,859680,0,,single
1789024998,862480,0,,single
1789024999,866540,0,,single
1789025001,868980,0,,single
1789025002,874240,0,,single
1789025003,887830,0,,single
1789025005,921060,0,,single
1789025006,927350,0,,single
1789025008,928950,0,,single
1789025009,939510,0,,single
1789025011,943150,0,,single
1789025012,950460,0,,single
1789025013,950670,0,,single
1789025015,955060,0,,single
1789025016,957790,1,,single
1789025017,984560,1,,single
1789025019,987350,0,,single
1789025020,992910,0,,single
1789025022,999730,0,,single
1789025023,1032520,0,,single
1789025025,1060600,0,,single
1789025026,1063770,0,,single
1789025028,1075950,0,,single
