ts,appid,concurrent,peak_in_game,src
1788439599,3376990,4,,single
1788439600,2179170,3,,single
1788439601,1307580,46,,single
1788439603,1129190,112,,single
1788439604,1969080,2,,single
1788439606,1864950,38,,single
1788439607,1717770,1,,single
1788439609,2840190,2,,single
1788439610,3373660,220,,single
1788439612,2714620,6,,single
1788439613,620,1311,,single
1788439615,1118200,3368,,single
1788439616,400,401,,single
1788439618,3164500,5830,,single
1788439619,1145360,3088,,single
1788439621,374320,3945,,single
1788439622,2246340,20010,,single
1788439623,220,1331,,single
1788439625,3830,56,,single
1788439626,31270,3,,single
1788439628,200010,1,,single
1788439629,204030,43,,single
1788439631,208200,44,,single
1788439632,211420,88,,single
1788439634,219680,0,,single
1788439635,226740,0,,single
1788439637,236430,144,,single
1788439638,238960,13145,,single
1788439639,250600,9,,single
1788439641,261530,0,,single
1788439642,265210,2,,single
1788439644,274270,0,,single
1788439645,282140,113,,single
1788439647,310360,82,,single
1788439648,323320,4,,single
1788439650,324160,182,,single
1788439651,333600,31,,single
1788439653,337340,14,,single
1788439654,345180,4,,single
1788439656,353330,2,,single
1788439657,362890,468,,single
1788439658,373770,0,,single
1788439660,384190,14,,single
1788439661,385800,20,,single
1788439663,409660,0,,single
1788439664,418370,1040,,single
1788439665,449040,2,,single
1788439667,477870,9,,single
1788439668,483980,11,,single
1788439670,501590,25,,single
1788439671,508550,2,,single
1788439672,526870,12511,,single
1788439674,544330,3,,single
1788439675,562360,42,,single
1788439677,568770,13,,single
1788439678,580200,6,,single
1788439680,583470,11,,single
1788439681,602700,1,,single
1788439682,642090,2,,single
1788439684,665370,4,,single
1788439685,691450,3,,single
1788439687,729660,5,,single
1788439688,745920,85,,single
1788439689,764790,83,,single
1788439691,802880,46,,single
1788439693,829280,5,,single
1788439694,869760,1,,single
1788439695,894940,10,,single
1788439697,899770,978,,single
1788439698,913740,24,,single
1788439700,924070,2,,single
1788439701,951440,22,,single
1788439703,969760,4,,single
1788439704,976730,1966,,single
1788439705,1001270,141,,single
1788439707,1018850,1,,single
1788439708,1047220,0,,single
1788439710,1067310,2,,single
1788439711,1079260,33,,single
1788439713,1083790,4,,single
1788439714,1092710,16,,single
1788439716,1116580,8,,single
1788439717,1140270,3,,single
1788439718,1158160,1427,,single
1788439720,1169040,1282,,single
1788439721,1172450,17,,single
1788439723,1213700,12,,single
1788439724,1230140,156,,single
1788439726,1240210,52,,single
1788439727,1245620,36256,,single
1788439729,1277400,154,,single
1788439730,1307550,97,,single
1788439731,1337010,20,,single
1788439733,1369340,15,,single
1788439734,1380420,13,,single
1788439736,1441550,5,,single
1788439737,1477790,0,,single
1788439739,1516240,3,,single
1788439740,1549550,1,,single
1788439742,1587560,0,,single
1788439743,1599020,18,,single
1788439745,1629520,387,,single
1788439746,1658150,168,,single
1788439748,1709880,60,,single
1788439749,1733060,2,,single
1788439751,1772830,12,,single
1788439752,1819460,11,,single
1788439753,1895350,10,,single
1788439755,1924360,9,,single
1788439756,1944570,21,,single
1788439758,1948280,793,,single
1788439759,2007530,2,,single
1788439761,2238040,8,,single
1788439762,2246880,19,,single
1788439764,2256450,1,,single
1788439765,2276930,290,,single
1788439767,2313240,1,,single
1788439768,2356500,1,,single
1788439769,2415010,132,,single
1788439771,2479320,4,,single
1788439772,2525380,89,,single
1788439774,2637990,1,,single
1788439775,2788520,77,,single
1788439777,3027930,20,,single
1788439778,3069810,17,,single
1788439780,3263320,25,,single
1788439781,10,9421,,single
1788439782,240,2140,,single
1788439784,550,19531,,single
1788439785,2310,246,,single
1788439787,3480,147,,single
1788439788,4000,18711,,single
1788439789,6910,36,,single
1788439791,13230,18,,single
1788439792,22320,284,,single
1788439794,22380,2231,,single
1788439796,32440,112,,single
1788439797,33100,38,,single
1788439799,40970,576,,single
1788439800,70400,13,,single
1788439802,105600,54223,,single
1788439803,205100,512,,single
1788439804,207610,172,,single
1788439806,219150,259,,single
1788439807,223470,470,,single
1788439810,230290,283,,single
1788439813,236090,6,,single
1788439814,239030,276,,single
1788439816,242680,108,,single
1788439817,246420,397,,single
1788439819,250320,87,,single
1788439821,253230,72,,single
1788439822,261030,52,,single
1788439823,264710,3807,,single
1788439825,270880,4558,,single
1788439826,280220,105,,single
1788439828,288160,39,,single
1788439829,303590,0,,single
1788439831,312530,43,,single
1788439832,319630,314,,single
1788439834,341800,74,,single
1788439835,360740,14,,single
1788439836,367520,7425,,single
1788439838,407900,0,,single
1788439839,412830,404,,single
1788439841,418240,180,,single
