ts,appid,concurrent,peak_in_game,src
1788857352,3376990,6,,single
1788857354,2179170,2,,single
1788857355,1307580,28,,single
1788857357,1129190,118,,single
1788857358,1969080,3,,single
1788857359,1864950,26,,single
1788857361,1717770,2,,single
1788857362,2840190,1,,single
1788857364,3373660,183,,single
1788857365,2714620,6,,single
1788857367,620,808,,single
1788857368,1118200,2013,,single
1788857370,400,310,,single
1788857371,3164500,4939,,single
1788857372,1145360,1905,,single
1788857374,374320,2594,,single
1788857375,2246340,16734,,single
1788857377,220,888,,single
1788857378,3830,38,,single
1788857379,31270,1,,single
1788857381,200010,1,,single
1788857382,204030,37,,single
1788857384,208200,40,,single
1788857385,211420,91,,single
1788857386,219680,0,,single
1788857388,226740,0,,single
1788857389,236430,110,,single
1788857391,238960,6923,,single
1788857392,250600,3,,single
1788857393,261530,1,,single
1788857395,265210,3,,single
1788857396,274270,0,,single
1788857398,282140,77,,single
1788857399,310360,40,,single
1788857401,323320,1,,single
1788857402,324160,112,,single
1788857403,333600,22,,single
1788857405,337340,9,,single
1788857406,345180,3,,single
1788857408,353330,1,,single
1788857409,362890,322,,single
1788857411,373770,1,,single
1788857412,384190,9,,single
1788857413,385800,13,,single
1788857415,409660,0,,single
1788857417,418370,801,,single
1788857418,449040,1,,single
1788857420,477870,1,,single
1788857421,483980,9,,single
1788857422,501590,16,,single
1788857424,508550,2,,single
1788857425,526870,8883,,single
1788857427,544330,5,,single
1788857428,562360,11,,single
1788857429,568770,11,,single
1788857431,580200,1,,single
1788857432,583470,6,,single
1788857434,602700,1,,single
1788857435,642090,0,,single
1788857437,665370,2,,single
1788857438,691450,5,,single
1788857439,729660,1,,single
1788857441,745920,51,,single
1788857442,764790,38,,single
1788857444,802880,31,,single
1788857445,829280,2,,single
1788857447,869760,0,,single
1788857448,894940,8,,single
1788857449,899770,621,,single
1788857451,913740,15,,single
1788857452,924070,0,,single
1788857454,951440,19,,single
1788857455,969760,0,,single
1788857456,976730,1914,,single
1788857458,1001270,82,,single
1788857459,1018850,0,,single
1788857461,1047220,1,,single
1788857462,1067310,3,,single
1788857464,1079260,17,,single
1788857465,1083790,0,,single
1788857466,1092710,10,,single
1788857468,1116580,13,,single
1788857469,1140270,9,,single
1788857470,1158160,1065,,single
1788857472,1169040,709,,single
1788857473,1172450,7,,single
1788857474,1213700,12,,single
1788857476,1230140,99,,single
1788857478,1240210,44,,single
1788857479,1245620,22333,,single
1788857480,1277400,123,,single
1788857482,1307550,131,,single
1788857483,1337010,15,,single
1788857485,1369340,9,,single
1788857486,1380420,12,,single
1788857488,1441550,3,,single
1788857489,1477790,2,,single
1788857491,1516240,1,,single
1788857492,1549550,2,,single
1788857493,1587560,0,,single
1788857495,1599020,15,,single
1788857496,1629520,215,,single
1788857498,1658150,113,,single
1788857499,1709880,16,,single
1788857500,1733060,1,,single
1788857502,1772830,3,,single
1788857503,1819460,3,,single
1788857505,1895350,11,,single
1788857506,1924360,5,,single
1788857508,1944570,15,,single
1788857509,1948280,389,,single
1788857510,2007530,3,,single
1788857512,2238040,3,,single
1788857513,2246880,14,,single
1788857515,2256450,2,,single
1788857516,2276930,235,,single
1788857518,2313240,3,,single
1788857519,2356500,2,,single
1788857520,2415010,141,,single
1788857522,2479320,5,,single
1788857524,2525380,49,,single
1788857525,2637990,0,,single
1788857526,2788520,71,,single
1788857528,3027930,15,,single
1788857530,3069810,19,,single
1788857531,3263320,29,,single
1788857532,10,6058,,single
1788857534,240,1501,,single
1788857535,550,11925,,single
1788857537,2310,152,,single
1788857539,3480,122,,single
1788857540,4000,12319,,single
1788857542,6910,27,,single
1788857543,13230,18,,single
1788857545,22320,236,,single
1788857546,22380,1974,,single
1788857548,32440,79,,single
1788857549,33100,23,,single
1788857550,40970,449,,single
1788857552,70400,8,,single
1788857553,105600,33206,,single
1788857555,205100,352,,single
1788857556,207610,108,,single
1788857557,219150,166,,single
1788857559,223470,265,,single
1788857560,230290,184,,single
1788857561,236090,8,,single
1788857563,239030,183,,single
1788857564,242680,60,,single
1788857566,246420,305,,single
1788857567,250320,50,,single
1788857569,253230,56,,single
1788857570,261030,34,,single
1788857571,264710,2556,,single
1788857573,270880,3628,,single
1788857574,280220,108,,single
1788857576,288160,29,,single
1788857577,303590,0,,single
1788857579,312530,31,,single
1788857580,319630,250,,single
1788857581,341800,49,,single
1788857583,360740,12,,single
1788857584,367520,4601,,single
1788857586,407900,0,,single
1788857587,412830,227,,single
1788857588,418240,143,,single
1788857590,424280,7,,single
1788857591,427410,1761,,single
1788857593,433340,751,,single
1788857594,434170,53,,single
1788857595,447530,64,,single
1788857597,457140,6696,,single
1788857598,466300,57,,single
1788857600,488860,96,,single
1788857601,508440,1282,,single
