ts,appid,concurrent,peak_in_game,src
1788755315,3376990,3,,single
1788755316,2179170,1,,single
1788755318,1307580,27,,single
1788755319,1129190,173,,single
1788755321,1969080,2,,single
1788755322,1864950,46,,single
1788755323,1717770,4,,single
1788755325,2840190,10,,single
1788755326,3373660,424,,single
1788755328,2714620,8,,single
1788755329,620,1449,,single
1788755330,1118200,2507,,single
1788755332,400,454,,single
1788755333,3164500,11254,,single
1788755334,1145360,2534,,single
1788755336,374320,3256,,single
1788755337,2246340,18059,,single
1788755339,220,1030,,single
1788755340,3830,87,,single
1788755341,31270,1,,single
1788755343,200010,2,,single
1788755344,204030,43,,single
1788755346,208200,50,,single
1788755347,211420,132,,single
1788755349,219680,0,,single
1788755350,226740,0,,single
1788755352,236430,129,,single
1788755353,238960,7274,,single
1788755355,250600,4,,single
1788755356,261530,0,,single
1788755358,265210,1,,single
1788755359,274270,0,,single
1788755361,282140,171,,single
1788755362,310360,56,,single
1788755364,323320,7,,single
1788755365,324160,103,,single
1788755366,333600,28,,single
1788755368,337340,6,,single
1788755369,345180,8,,single
1788755370,353330,1,,single
1788755372,362890,399,,single
1788755373,373770,2,,single
1788755375,384190,13,,single
1788755376,385800,11,,single
1788755377,409660,1,,single
1788755379,418370,840,,single
1788755380,449040,3,,single
1788755381,477870,4,,single
1788755383,483980,10,,single
1788755384,501590,18,,single
1788755386,508550,2,,single
1788755387,526870,11642,,single
1788755388,544330,1,,single
1788755390,562360,40,,single
1788755391,568770,15,,single
1788755393,580200,3,,single
1788755394,583470,8,,single
1788755395,602700,3,,single
1788755397,642090,3,,single
1788755398,665370,3,,single
1788755400,691450,4,,single
1788755401,729660,3,,single
1788755402,745920,79,,single
1788755404,764790,63,,single
1788755405,802880,29,,single
1788755407,829280,9,,single
1788755408,869760,1,,single
1788755409,894940,20,,single
1788755411,899770,700,,single
1788755412,913740,32,,single
1788755413,924070,0,,single
1788755415,951440,31,,single
1788755416,969760,1,,single
1788755417,976730,6182,,single
1788755419,1001270,45,,single
1788755420,1018850,5,,single
1788755421,1047220,1,,single
1788755423,1067310,3,,single
1788755424,1079260,20,,single
1788755425,1083790,5,,single
1788755427,1092710,10,,single
1788755428,1116580,14,,single
1788755429,1140270,18,,single
1788755431,1158160,1845,,single
1788755432,1169040,1175,,single
1788755433,1172450,10,,single
1788755435,1213700,15,,single
1788755436,1230140,83,,single
1788755437,1240210,35,,single
1788755439,1245620,32619,,single
1788755440,1277400,122,,single
1788755442,1307550,149,,single
1788755443,1337010,14,,single
1788755444,1369340,13,,single
1788755446,1380420,9,,single
1788755447,1441550,4,,single
1788755449,1477790,0,,single
1788755450,1516240,2,,single
1788755451,1549550,2,,single
1788755453,1587560,0,,single
1788755454,1599020,14,,single
1788755455,1629520,243,,single
1788755457,1658150,208,,single
1788755458,1709880,35,,single
1788755459,1733060,3,,single
1788755461,1772830,5,,single
1788755462,1819460,7,,single
1788755463,1895350,28,,single
1788755465,1924360,9,,single
1788755466,1944570,27,,single
1788755467,1948280,394,,single
1788755469,2007530,3,,single
1788755470,2238040,4,,single
1788755472,2246880,21,,single
1788755473,2256450,1,,single
1788755474,2276930,247,,single
1788755476,2313240,2,,single
1788755477,2356500,0,,single
1788755479,2415010,232,,single
1788755480,2479320,1,,single
1788755482,2525380,41,,single
1788755483,2637990,10,,single
1788755484,2788520,112,,single
1788755486,3027930,16,,single
1788755487,3069810,13,,single
1788755488,3263320,72,,single
1788755490,10,5162,,single
1788755491,240,1393,,single
1788755492,550,28985,,single
1788755494,2310,189,,single
1788755495,3480,219,,single
1788755496,4000,16439,,single
1788755498,6910,49,,single
1788755499,13230,27,,single
1788755500,22320,369,,single
1788755502,22380,4206,,single
1788755503,32440,145,,single
1788755504,33100,20,,single
1788755506,40970,261,,single
1788755507,70400,18,,single
1788755508,105600,41597,,single
1788755510,205100,484,,single
1788755511,207610,159,,single
1788755512,219150,186,,single
1788755514,223470,282,,single
1788755516,230290,292,,single
1788755517,236090,13,,single
1788755518,239030,225,,single
1788755520,242680,118,,single
1788755521,246420,249,,single
1788755522,250320,91,,single
1788755524,253230,143,,single
1788755525,261030,60,,single
1788755526,264710,2877,,single
1788755528,270880,7502,,single
1788755529,280220,111,,single
1788755531,288160,33,,single
1788755532,303590,4,,single
1788755533,312530,166,,single
1788755535,319630,347,,single
1788755536,341800,139,,single
1788755537,360740,9,,single
1788755539,367520,5521,,single
1788755540,407900,1,,single
1788755541,412830,219,,single
1788755543,418240,115,,single
1788755544,424280,9,,single
1788755546,427410,4084,,single
1788755547,433340,983,,single
1788755548,434170,626,,single
1788755550,447530,58,,single
1788755551,457140,6177,,single
1788755552,466300,51,,single
1788755554,488860,105,,single
1788755555,508440,1511,,single
1788755556,519860,33,,single
1788755558,531510,72,,single
1788755559,548430,3251,,single
1788755560,557630,4,,single
1788755562,593280,24,,single
1788755563,597220,122,,single
1788755564,610370,83,,single
1788755566,615120,3,,single
1788755567,617670,9,,single
1788755568,646570,6214,,single
1788755570,667970,181,,single
1788755571,683320,53,,single
1788755572,736260,159,,single
1788755574,760890,5,,single
1788755575,774801,880,,single
1788755577,791470,7,,single
1788755578,805590,0,,single
1788755579,850190,162,,single
1788755581,858210,66,,single
1788755582,897330,348,,single
1788755584,909080,159,,single
